revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.4042670726031143,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.37530003756274216,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.3966958086452233,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.4240115835901955,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.3672763776693873,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.37153728096190347,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.418298295735236,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.43813376692924266,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.20485102603310032,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.35231791615636854,3955
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.2661340069551103,3581
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.25261195662550917,6383
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.33810116850371064,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.3422633293389389,3501
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.2294499846484151,8715
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.34187458708357027,9673
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.32042672150821255,8554
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.3763328739604155,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.34522576401422406,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.28940512784261146,4172
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.2016804613837339,9174
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.31484405167420565,5665
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,0.3687280720733916,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.3679075763126877,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.356915954010134,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,0.1862471567647386,3931
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,0.22842807385007655,4164
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,0.2892891470290556,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.3259711906653073,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.35356909158582267,10411
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.38009618711331816,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.37663423295454546,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.3382535174679847,4451
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.353022734562294,6674
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.3601316838000164,6098
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.3480355717218457,6713
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.3519157932399169,22141
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,0.4152389273721386,17998
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.21328021905121633,9804
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.30062326710096876,12026
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.2868579479246479,6852
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.2568915688381834,5670
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,0.4247174293258912,2679
