revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.46998878290672846,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.39859998809825203,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.3874507250583364,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.4957988558810313,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.40923597911697474,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.37570660440109815,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.3789479876813742,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.45325024184632395,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.13006317138671875,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.26058949155522887,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.25484964603356997,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.1541419587276506,6383
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.28544154390622034,5271
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.28712748854679915,3501
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.1834900007395654,8715
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.29586244984946763,9674
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.29000818102276715,8554
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.34835092140428686,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.3460193196483113,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.26820082108008325,4173
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.1987499244130192,9173
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.28245960582386365,5665
