revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.5105062094768774,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.46617435510412997,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.4069427892369372,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.5380489111736786,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.5233638841526287,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.5003650855604325,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.49930641115708313,2213
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.5640794913237631,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.25894072707531735,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.31702508938448165,3955
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.35931217620534467,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.2862780805704606,6383
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.4049053278967896,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.4031104115342045,3501
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.21839306164389702,8715
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.385217309133671,9673
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.35950319309562434,8553
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.40880769024842945,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.42741924033218903,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.3028206111086149,4173
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.25179578401737057,9175
