revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.7490078242989011,19202
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.7226613237220412,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.6829645427742954,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.758552807111161,17803
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.7971244300959054,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.7937244738001626,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.7140936847193993,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.7635998069548093,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.3297072252265029,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.6022644197331816,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.6547475437395339,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.4068355473645817,6383
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.5830140178952485,5272
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.54940185546875,3500
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.3752677282791882,8715
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.6005717039551892,9674
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.5766864140679799,8554
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.7111184094579883,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.6820097447211985,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.37206808878385667,4172
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.2504210128576294,9175
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.5364178084317078,5665
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,0.5581046885818332,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.7129362587616822,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.727804238307751,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,0.11815375806477244,3933
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,0.3705852506713574,4166
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,0.6028976112424763,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.622620017901176,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.6715632522842426,10411
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.6724341941244708,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.5641909623579545,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.5172682183427881,4451
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.6128357683501273,6674
