S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
11,154666,BANI MANDIR,01-Aug-2022 04:56 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,11,154246,M/S COMPUTER ARTS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,155070,BARKATAKI PRINT AND MEDIA SERVICES,03-Aug-2022 11:25 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,12,154250,Arunodoy Press,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,154545,Baruah Printers,26-Jul-2022 08:23 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,13,154256,ABHIYATRI MUDRAN PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
14,154319,Bhabani Offset & Imaging Systems Pvt Ltd,23-Jul-2022 12:11 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,14,154269,S S Graphics,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
15,155014,BHARAT PRESS,02-Aug-2022 05:40 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,15,154275,MH BOOK BINDING WORKS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
16,154650,Bobby Printing & Binding House,02-Aug-2022 02:27 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,16,154277,MATRIBHUMI OFFSET,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
17,154681,BRAHMAPUTRA OFFSET,02-Aug-2022 06:02 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,17,154319,Bhabani Offset & Imaging Systems Pvt Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
18,153439,B S PUBLICATION,29-Jul-2022 05:34 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,18,154347,F M Printers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
19,153437,CAPITAL OFFSET PRESS,30-Jul-2022 10:43 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,19,154445,Labanya Printing Press,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
20,153102,Chandrakanta Press Pvt Ltd,28-Jul-2022 11:50 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,20,154479,Partha Offset,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
21,153144,Chitrachal Printers,30-Jul-2022 02:17 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,21,154492,Genesis Printers & Publishers Pvt. Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
22,154201,City Offset,30-Jul-2022 03:01 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,22,154496,GENUINE TRADING AGENCY,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
23,155004,Das Brothers,02-Aug-2022 05:11 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,23,154497,Aurora Fine Arts,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
24,155000,DD Associates,02-Aug-2022 01:07 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,24,154539,Seven Stars Publications Private Limited,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
25,154785,DESTINY PRINTING PRESS,30-Jul-2022 08:34 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,25,154541,RABINDRA CHAPASAL,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
26,154926,D.P PRINTING UDYOG PVT LTD,02-Aug-2022 02:48 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,26,154544,REAL FINA,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
27,154584,Eden Printers & Publishers,30-Jul-2022 04:49 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,27,154545,Baruah Printers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
28,155033,ENGKHONG PUBLICATIONS,02-Aug-2022 07:48 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,28,154584,Eden Printers & Publishers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
29,154347,F M Printers,02-Aug-2022 08:33 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,29,154588,H R Offset,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
30,154492,Genesis Printers & Publishers Pvt. Ltd,29-Jul-2022 01:18 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,30,154589,M/s. H. K. Offset,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
31,154496,GENUINE TRADING AGENCY,26-Jul-2022 12:13 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,31,154613,SHRICHAITANYA PRESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
32,154889,Gigabytes Press and Publication,01-Aug-2022 12:48 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,32,154650,Bobby Printing & Binding House,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
33,155028,GYANAM,02-Aug-2022 06:25 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,33,154666,BANI MANDIR,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
34,155037,Harsita s,02-Aug-2022 08:16 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,34,154681,BRAHMAPUTRA OFFSET,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
35,154904,Hindustan Offset Pvt. Ltd.,02-Aug-2022 06:50 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,35,154686,Pakiza Offset,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
36,154588,H R Offset,01-Aug-2022 12:39 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,36,154717,AHINSA PAPER CONVERTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
37,154994,Janambhumi Press Pvt. Ltd.,02-Aug-2022 01:45 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,37,154755,Nezone Packaging Pvt.Ltd,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
38,153706,Jigyas Printers And Publishers,27-Jul-2022 10:52 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,38,154781,ABM PRINTING PRESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
39,153122,KIAN,30-Jul-2022 02:13 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,39,154785,DESTINY PRINTING PRESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
40,154910,KUSUM OFFSET,01-Aug-2022 12:52 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,40,154801,Balaji Industries Bamunimaidan,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
41,154445,Labanya Printing Press,25-Jul-2022 06:06 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,41,154811,SIVAM PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
42,155029,Maa Kamakhya Enterprise,02-Aug-2022 07:23 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,42,154834,Saraswati Printers & Publishets Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
43,155038,MAA MANASHA PRINTERS,02-Aug-2022 08:38 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,43,154853,A S WEB PROCESS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
44,155011,Mahamaya press,02-Aug-2022 04:22 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,44,154889,Gigabytes Press and Publication,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
45,154277,MATRIBHUMI OFFSET,28-Jul-2022 09:59 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,45,154904,Hindustan Offset Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
46,154275,MH BOOK BINDING WORKS,29-Jul-2022 03:32 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,46,154908,M/s Anurag Printers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
47,154908,M/s Anurag Printers,01-Aug-2022 12:41 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,47,154910,KUSUM OFFSET,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
48,154246,M/S COMPUTER ARTS,01-Aug-2022 12:21 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,48,154913,OLYMPIA PICTURE PRODUCTS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
49,154589,M/s. H. K. Offset,01-Aug-2022 12:28 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,49,154914,Aman Udyog Pvt.Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
50,155015,M/S NAVANITA PRINTERS,02-Aug-2022 04:01 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,50,154917,Preety Bhumi Offset Press,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
51,154950,M/S PRINTWORLD,03-Aug-2022 10:45 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,51,154926,D.P PRINTING UDYOG PVT LTD,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
52,154931,M/S Priyanka Printers,02-Aug-2022 12:40 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,52,154931,M/S Priyanka Printers,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
53,153744,M/S Sanchipat Multimedia,02-Aug-2022 01:26 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,53,154936,Singhania printing press LLP,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
54,155065,M/S SRISHTI PARATILIPI ART WORKS,03-Aug-2022 11:12 AM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,54,154950,M/S PRINTWORLD,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
55,153621,MS UPTODATE BOOK BINDING AND PRINTING OFFSET,26-Jul-2022 01:20 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,55,154964,Om Printing Press,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
56,154755,Nezone Packaging Pvt.Ltd,02-Aug-2022 04:45 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,56,154985,THULUNGA PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
57,154913,OLYMPIA PICTURE PRODUCTS,01-Aug-2022 06:50 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,57,154986,SARAIGHAT PHOTO TYPES PRIVATE LIMITED,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
58,155020,OM PACKAGING INDUSTRIES,02-Aug-2022 04:56 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,58,154994,Janambhumi Press Pvt. Ltd.,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
59,154964,Om Printing Press,01-Aug-2022 07:03 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,59,154998,Sunil Binding Works,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
60,154686,Pakiza Offset,02-Aug-2022 01:16 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,60,155000,DD Associates,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
61,154479,Partha Offset,01-Aug-2022 12:54 PM,Accepted-AOC,Accepted,03-Dec-2022 01:12 PM,,,,,,,61,155002,SATI PRINTERS,INR,0.0,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
