,infrastructure damaged - bridge,District,Number,Details,Date
0,,Baksa,1,Baksa - Bamboo foot bridge | Sripurdeor | Bamboo foot bridge washed away at 1:00 PM on 15/05/2022 at village Sripurdeor reported by LM.,16-05-2022
1,,Cachar,1,Lakhipur - Hmarkuline to Alney TE | Hmarkuline to Alney TE | Approach of the bridge at ch 1450m of the road NH37 at Hmarkuline to Alney TE have been settled due to incessant rains from last seven days. Report received from PWD Lakhipur(T) Road division As on 16.05.2022,16-05-2022
2,,Darrang,1,"Dalgaon - Br No. 2/1 Kuwaripukhuri to Dhunbasti road | Br No. 2/1 Kuwaripukhuri to Dhunbasti road | As per report received from SDO,PWRD, Dalgaon Territorial road sub-division West approach of the bridge has been eroded about 3M wide on Dunibasti side of the road",16-05-2022
3,,Nalbari,1,Barbhag - SPT foot bridge of RCC Br No 1/1 on Bargacha to Garamsing Road over River Baralia | vill - Bargacha | Subway SPT foot bridge of RCC Br No 1/1 on Bargacha to Garamsing Road over River Baralia washed away.as per information received from PWD Roads on 16/05/2022.,16-05-2022
4,,Tamulpur,2,"Tamulpur - Dakhin Gandhibari Borolia river Bridge  | Village - Dakhin Gandhibari | 15/05/2022 a part of old iron bridge over River Borolia got washed away due to overflow of River Borolia, Small Bamboo Bridge | Village Borbalisiha | A small Bamboo Bridge got washed away due to overflow of River Borolia",16-05-2022
5,,Total,6,,16-05-2022
