,infrastructure damaged - bridge,District,Number,Details,Date
0,,Bajali,2,"Bajali - SPT Bridge No. 3/1 and 3/2 | Saktipar | Damaged Bridge. This Report is Received from AEE,PWD,Patacharkuchi TR Sub-Divission,Pathsala on 22/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT foot Bridge No. 1/1 | Kaharpara | Bridge Damaged, This Report is Received from AEE,PWD,Patacharkuchi TR Sub-Divission,Pathsala on 22/06/2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022
1,,Dhubri,3,"Dhubri - BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1, 1/2 & 1/3 ON DHARMASALA DURAHATI ROAD VIA SINGIMARI ROAD (.) | DHARMASALA DURAHATI | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  BRIDGE APPROACHES DAMAGED OF RCC BR. NO. 1/1 & 2/1 ON KISMAT HASDAHA SILGHAGRI ROAD TO ROAD | TISTARPAR | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  BRIDGE APPROACHS DMAGED OF RCC BR. 1/1 ON KALAHAT GHEWMARI ROAD TO DURAHATI VIA VELAKOBA ROAD | VELAKOBA | DATED-18-06-2022 TO 23-06-2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022
2,,Kokrajhar,12,"Bagribari - Rupshi to Banyaguri Raod | Rupshi | As reported by AEE PWD Gauripur TRSD on 17/06/22, the road has been damaged | (Long - 0.000000, Lat - 0.000000),  Bashbari Bazar to Monglajhora Road | Bashbari Bazar | As reported by AEE PWD Gauripur TRSD on 17/06/22, CD approaches damaged on | (Long - 0.000000, Lat - 0.000000),  Khutabagra Tiniani to Dampur Pt-II road | Khutabagra Tiniani | As reported by AEE PWD Gauripur TRSD on 17/06/22, side berm/hard crust has been damaged on | (Long - 0.000000, Lat - 0.000000),  Dotma - Salbari to Sinslitbari Road wodden bridge | Sinslitbari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Salbari to Sinslitbari road wodden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Salbari to Tengaigaon Road wooden bridge | Tengaigaon | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Salbari to Tengaigaon road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Gwthaibari to Samthaibari road wooden bridge | Samthaibari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Gwthaibari to Samthaibari road wodden bridge by Flood. Br. No. 1/1 on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Kujrabguri to Kumbhirguthu Road wooden bridge | Kumbhirghutu | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Kujrabguri to Kumbhirghutu wooden bridge by flood. Br. No. 1/1 on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Oxiguri village wooden bridge | Oxiguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Oxiguri village wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  North Singimari to Katribari road wooden bridge | Katribari | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of North Singimari to Katribari road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Amlaiguri village wodden bridge | Amlaiguri | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Amlaiguri wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Borshijhora to Laodanga road wooden bridge | Laodanga | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Borshijhora and Laodanga road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000),  Goybari to Bauti Road wooden bridge | Bauti | As per reported by Asstt. Exe. Engineer PWRD RR Kachugaon Division, Damage of Goybari to Bauti road wooden bridge by Flood on 23-06-2022 | (Long - 0.000000, Lat - 0.000000)",23-06-2022
3,,Nalbari,3,"Paschim Nalbari - RCC BR No.1/1 on Batsor Kalimandir to Mohkholi Jaganath Mandir Road . | B atsor | Approach Damaged information Received from 23.06.22. | (Long - 0.000000, Lat - 0.000000),  HPC on Bagurihati to Mohkoli Road | Bagurahati | Approach Damaged information Received from 23.06.22. | (Long - 0.000000, Lat - 0.000000),",23-06-2022
