,infrastructure damaged - bridge,District,Number,Details,Date
0,,Barpeta,6,"Sarthebari - SPT Bridge no 1/1 over River Pahumara | Colony Bazar | Reported By JE PWD on 20/6/2022 | (Long - 0.000000, Lat - 0.000000),  BB Road to Gumir pathar Road SPT Bridge no 2/1 | Gumir pathar | Reported By JE PWD on 20/6/2022 | (Long - 0.000000, Lat - 0.000000),  Kalgachia - RCC Br.35/1 & 49/1. | State High way2 | As per report received from PWD dept on 20/06/22, Due to continuous heavy rainfall RCC bridge No. 35/1 approach and RCC bridge No. 49/1 approach damaged at SH2 (Manas Bridge approach to Barpeta Medical College) (Damaged length = 350.00m, Avg. width = 2.50 m, Height = 4.00 m and location coordinate = 26.306503, 90.754164/26.33351, 90.869207). | (Long - 0.000000, Lat - 0.000000),  Chenga - RCC bridge appraoch eroded on Batgaon Doulasal Road | Batgaon | eroded, report by PWD, ROADs deptt, on 20/06/2022 | (Long - 0.000000, Lat - 0.000000),  RCC bridge appraoch on khongra Roumari Pathar road to Balartari road | Khongra | eroded, report by PWD, ROADs deptt, on 20/06/2022 | (Long - 0.000000, Lat - 0.000000)",20-06-2022
1,,Biswanath,1,"Biswanath - One HP culvert no. 1/1 (3 Row 1000 mm)row at Rowmari -No 3 Batiamari road was affected | Rowmari to No.3 Batiamari road | The report was received from PWD(roads), Biswanath via whasapp and the above is a culvert on 20.06.2022 | (Long - 93.411132, Lat - 26.806882)",20-06-2022
2,,Kamrup,2,"Chamaria - Kismat kathmi to Morakolohi | Morakolohi | Kismat kathmi to Morakolohi approach road, bridge severely damaged on dated 19.06.2022 and the same has been reported by JE, PWD, Boko territorial road sub-division on dated 19.06.2022 | (Long - 26.090930, Lat - 91.133480),  Nagarbera - Doukuchi paharpara wooden bridge | Doukuchi | Doukuchi paharpara wooden bridge was affected due to erosion on 19-6-2022 and same the has been reported by EE PWD Boko territorial sub-division dated 20-6-2022 | (Long - 26.115100, Lat - 91.056000)",20-06-2022
3,,Kokrajhar,5,"Bagribari - Bridge No.6/1 | Gossaigaon Tipkai road to Gendabil connecting road | As reported by, AEE, PWD Gossaigaon the bridge has been washout on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1 | Sapatgram Tipkai road Via Dudumari village. | As reported by, AEE, PWD Gossaigaon, both side approaches has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.3/1 | Balapara pt-II Dudumari village | As reported by, AEE, PWD Gossaigaon, both side approaches has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1,1/2 | Tipkai to Goroimari via Belguri PWD road. | As reported by, AEE, PWD Gossaigaon, partially damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000),  Bridge No.1/1 | Sapatgram to Tipkai Via Khangkharaibari PWD road | As reported by AEE, PWD Gossaigaon, has been damaged on 18.06.2022 | (Long - 0.000000, Lat - 0.000000)",20-06-2022
4,,Morigaon,1,"Mayong - Approaches of RCC bridge no 2/1 | 04M14 to 2no Dungabori Road | Damaged and eroded as reported by PWD Morigaon district territorial road division on 19/06/22 | (Long - 92.194000, Lat - 26.155000)",20-06-2022
5,,Nalbari,1,"Nalbari - SPT Bridge | sariyahtali | As per the report received from PWRD on 19.06.2022 above mention bridge damaged due to flood | (Long - 0.000000, Lat - 0.000000)",20-06-2022
6,,Total,16,,20-06-2022
