,infrastructure damaged - bridge,District,Number,Details,Date
0,,Barpeta,1,"Barpeta - SPT Br. No. 4/1 | on Nagaon Khardhara Road to Panichila road | SPT bridge badly effected by water hyacinth PWRD 16.06.2022 | (Long - 91.090553, Lat - 26.359592)",17-06-2022
1,,Dhubri,5,"Gauripur - BRIDGE APPROACHES OF BRIDGE NO 1 BY 1 ON 6TH KM D K ROAD TO DUKHISUKHI PMGSY ROAD Dated (13/06/2022 to 17/06/2022) | DUKHISUKHI | | (Long - 0.000000, Lat - 0.000000),  Dhubri - RCC BRIDGE APPROACHES DMAGED OF BR. NO. 17/1 ON BANDIHANA MAJERCHAR ROAD Dated (13/06/2022 to 17/06/2022) | MAJERCHAR | | (Long - 0.000000, Lat - 0.000000),  BRIDE APPROACHES OF RCC BR. NO. 3/1 ON MOTIRCHAR DHARMASALA ROAD Dated (13/06/2022 to 17/06/2022) | MOTIRCHAR DHARMASALA | | (Long - 0.000000, Lat - 0.000000),  RCC BRIDGE APPROACHES DAMAGED OF RCC BR, NO. 1/1 ON KACHARIHAT PWD ROAD TO SINGIMARI ROAD Dated (13/06/2022 to 17/06/2022) | KACHARIHAT | | (Long - 0.000000, Lat - 0.000000),  RCC BRIDGE APPROACHES DAMAGED OF RCC BR, NO. 6/1 ON DHUBRI JHAGRARPAR GAURIPUR (D.J.G.) ROAD Dated (13/06/2022 to 17/06/2022) | JHAGRARPAR | | (Long - 0.000000, Lat - 0.000000)",17-06-2022
2,,Kokrajhar,3,"Bagribari - Bridge No.4/1, 4/2 and 4/3 | Chechapani to Monglajhora Road | Damaged | (Long - 0.000000, Lat - 0.000000)",17-06-2022
3,,Lakhimpur,1,"Nowboicha - 1 No. Panchnoi Bamboo Bridge | 1 No. Panchnoi | 1 No. Panchnoi Bamboo Bridge over Ranganadi River washed away (30 Mtr approx) on 17.06.2022. Report received from PWRD Nowboicha Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000)",17-06-2022
4,,Morigaon,2,"Mayong - Dhekiphala Karatipam RCC bridge | RCC Br No 2/1 | Bridge Approaches of RCC Bridge on Dhekiphala Karatipam Road damaged and eroded as reported by PWD Morigaon District Territorial Road Division on 17/06/22/ | (Long - 92.156000, Lat - 26.286000),  RCC Bridge No.3/1 | Sidhaguri | Bridge Approach of RCC Bridge No.3/1 at Pavakati on Sidhaguri Garubandha road eroded. Temporary protection work is in progress. | (Long - 92.097000, Lat - 26.274000)",17-06-2022
5,,Sonitpur,2,"Dhekiajuli - One RCC Bridge at the main entrance of Monabag Tea Estate washed away by the rising water of Sopai river. dated 17.6.22 | Monabag TE | | (Long - 92.466587, Lat - 26.778572),  Chariduar - Due to Flood on 16/06/2022 Bridge approach of chariduar side on Chariduar to Mansiri Road badly eroded and threat to vehicular traffic. | chariduar | | (Long - 26.846259, Lat - 92.797666)",17-06-2022
6,,Udalguri,2,"Harisinga - Huduma bridge | tangla Collage | Huduma bridge damaged due to rising current of river Huduma on 17th June 2022 | (Long - 91.559800, Lat - 26.394400),  santipur Bridge | Santipur (Corramore) | Huduma bridge damaged due to rising current of river Huduma on 17th June 2022 | (Long - 91.951200, Lat - 26.843100)",17-06-2022
7,,Total,16,,17-06-2022
