,infrastructure damaged - bridge,District,Number,Details,Date
0,,Barpeta,1,"Sarthebari - Kaljahi SPT Br to Burikhamar village Road | Burikhamar | Reported by J.E, PWD Road on 28.06.22 | (Long - 91.168856, Lat - 26.334003)",29-06-2022
1,,Kamrup,1,"Rangia - Solmari Chirakhundi Road including SPT Br. No 2/1 | Kachari Solmari, Ward No. 8 | Damage of road surface, damage of One RCC Culvert & SPR Br. No. 2/1 approach on west side on 18.6.2022 as per report of AEE, PWD NKT Roads, Rangia | (Long - 91.635893, Lat - 26.449242)",29-06-2022
2,,Nalbari,3,"Paschim Nalbari - RCC Bridge No. 1/1 on Bagurihati Chatimara road | Bagurihati | Approach damage. Information received from PWRD on 29/06/2022 | (Long - 0.000000, Lat - 0.000000),  Janapara Bridge, Bagurihati Bahjani Road. | Dehar Balowa | Side berm and hard crust damaged. Information received from PWRD on 29/06/2022 | (Long - 0.000000, Lat - 0.000000),  SPT Bridge No. 1/1 on Balizar Mahzid chowk to Saniroad via Phulguri | Over Phulguri Jaan | Damaged. Information received from PWRD on 29/06/2022 | (Long - 0.000000, Lat - 0.000000)",29-06-2022
3,,Total,5,,29-06-2022
