,erosion,District,Details,,,,,,,,,Date
0,,Baksa,"Jalah - Majrabari | On 02 August 2022, approximately 100 meter of left bank of river Digjiri has been eroded and one katcha house has damaged as per report received from concerned LM on 03 aug 2022. | 6",,,,,,,,,03-08-2022
1,,Bongaigao,Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two,,,,,,,,,03-08-2022
2,,n,"(2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Bashbari no 2 Temp.Shelter, Male=55, Femele=45, Child=25,(Toatl=125,Latitude-26.4709483 Longitude-90.748884)Total Inmates 843. Medical Team- 2 Nos. date- 03.08.2022, Total Population-843. erosion continues to Bashbari par 2. 3nos house damage fully kaccha on 03.08.2022 | 0,  Srijangram - Santoshpur Part III (90.736656 26.30166) , Madhufal (90.67939 26.265136) Kushbari Part II (90.710378 26.273191) and Latibari Part III(90.685152 26.269893) | Santoshpur part III : Due to erosion on the river bank of Manas in a length of 300 m approx where 1 no. of family got affected . Madhufal: Due to erosion on river bank of Manas in a length of 1 km approx 7 nos. of families got affected . Kushbari Part II: Due to erosion on river bank of Manas in a length of 1km approx 3 nos. of families got affected and Latibari Part III: Due to erosion on river bank of Manas in a length of 1 km approx 3 nos. of families got affected. Erosion w.e.f 02.08.2022.Total Population-72 | 0",,,,,,,,,03-08-2022
3,,Dhubri,Agamoni - vill Bholarkhas under Chotoguma GP | Riverine area of River Gangadhar at vill Bholarkhas under Chotoguma GP is getting eroded. Village : Bholarkhas River: Gangadhar GP : Chotoguma Incident date : 01/08/2022 to 03/08/2022 Time : 3.00 pm Land : 0 bigha 2 khata 10 Lessa Household affected : 5 Population affected : 35 The affected families has shifted their houses by themselves to another place. GPS Coordinate : Lat. 26.3078053. Long. 89.8036509 Due to the sudden rise of water level Of River Gangadhar the agricultural land is getting affected. The water level of river Gangadhar is below danger level. | 35,,,,,,,,,03-08-2022
4,,Kamrup,"Hajo - 1. At Satdala R/B of river Puthimari, 2. At Chatlabari on L/B of river Puthimari | As per report of AEE,WR Hajo Sub-division Erosion occured at Satdala aprox 6 m on dated (01/08/2022) and erosion occured at Chatlabari approx 85 m on dated (02/08/2022) visited with concerned Gaonpradhan. | 0",,,,,,,,,03-08-2022
5,,Morigaon,"Laharighat - Borchapori | As per report received from the Water Resources dept on 03/08/2022, erosion is observed in Borchapori area with maximum erosion of 4 m. | 0",,,,,,,,,03-08-2022
6,,Tamulpur,"Tamulpur - Vill- Guwabari , | As report recieved on dated 03/08/2022, Erosion takes places on right bank of Barnodi river. Affected lengih 500m. | 0",,,,,,,,,03-08-2022
7,,Udalguri,Udalguri - Gormara | Erosion Occured on the R/B of river Golandi river at no 2 Gormara village around 150m on 03.08.2022 | 0,,,,,,,,,03-08-2022
