,erosion,District,Details,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | River aie Erosion took place around 1300 mtr. On bashbari pt I I w.e.f 17/06/2022 to 30/06/2022. Due to erosion One (1) Nos of Relief camp opened in Tilpukhuri ME Madrasa ,Male=45 Female=50 Child=30 Pregnant=0 Disability=0Total=125(Latitude-26.39971 Longitude-90.753438) since 17.06.2022 to till date 01.07.2022/Total Inmates-125. Medical Team- 1 Nos. Date- 11.09.2022, Total Population-125 till date. | 0",11-09-2022
1,,Morigaon,"Laharighat - Leruamukh and Borchapori | As per report of the Water Resources dept on 11-9-22, erosion is observed in areas like Leruamukh and Borchapori with Maximum erosion of 2m on both the areas. | 0,  Morigaon - Meruagaan, Bardal, Damal, Balipathar | 1. As per Water Resource dept, dtd. 20-06-",11-09-2022
2,,,"2022 Meruagaon embankment overtopped by floodwater. Immediate measures to recoup breach like damage section of F/E along Kollong river (L/B) from Azarbari to Railway bridge at Meruagaon and Bordol area. 2. As per Water Resource dept, dtd. 24-06-2022 Breach like damage of Kollong right bank embankment at Damal.Immediate measures to recoupment of breach like damage of F/E along Kollong river from Raha to Jagi (R/B) at Domal area. 3. As per Water Resource dept, dtd. 10-09-2022 Flood damaged to Balipathar area on Kollong left bank is continuing. | 0",11-09-2022
3,,South Salmara,"South Salmara - Seboltari | As per information received from BEEO and Head master, 1 No Char Basirchar LP School has been eroded due to erosion by river Brahmaputra at village Secretari under south salmara rev Circle as on 10/09/2022. The area 2B-0K-0L. | 0",11-09-2022
