,erosion,District,Details,Date
0,,Dhemaji,Jonai - At uluwani majgaon 1 hectare of land got eroded by Dikhari River on 28/09/2022. | At uluwani majgaon 1 hectare of land got eroded by Dikhari River on 28/09/2022 affecting two households. | 10,29-09-2022
1,,Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 29-09-2022, erosion is observed in Leruamukh with max of 2 m | 0",29-09-2022
