,erosion,District,Details,Date
0,,Barpeta,"Kalgachia - 1. vill- Balaipather, 2. vill- Kharballi | 1. As per report received from concerned LM, total 1 no of kutcha house is fully eroded on 24-07-22 in Balaipather vill, family affected-1 no, land eroded- 0B-1K-5L, location coordinates- 26.368238, 90.890676. 2. As per report received from concerned LM, total 1 no of kutcha house is fully eroded on 24-07-22 in Kharballi vill, family affected-1 no, land eroded- 0B-1K-10L, location coordinates- 26.36167, 90.888874. | 9",25-07-2022
1,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Total Inmates 718. Nachankuri no 3(Temp.Shelter) Male=41 Female=48 Child=73 Total=162(Latitude=26.458454 Longitude=90.662741)Medical Team- 1 Nos. date- 25.07.2022 | 880,  Srijangram - Tinkonia part I | Due to erosion at Tinkonia part I for last three days one Anganwadi centre at Tinkonia part I namely 21 no. Gobindapur South got damaged fully. date- 24.07.2022 | 0",25-07-2022
2,,Udalguri,Kalaigaon - Tokankata | Erosion occured at village Tokankata as reported on 25/07/2022 due to heavy current of river Huduma in the R/B of the river covering a length of 150 mtr and depth of 2 mtr. | 30,25-07-2022
