,erosion,District,Details,,,,,,,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022. One (1) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=45 Female=50 Child=30 Pregnant=0 Disability=0Total=125(Latitude-26.39971 Longitude-90.753438) since 17.06.2022 to till date 01.07.2022/Total Inmates-125. Medical Team- 1 Nos. date- 06.09.2022, Total Population-125 erosion continues to Bashbari par 2. on 06.09.2022. | 0,  Srijangram - Dubachuri Part I | Erosion has been reported at Dubachuri Part I on 05.09.2022. The erosion is till going on as on today i.e. 06.09.2022.on the river bank of Manas in a length of approximately 300-350 m . Due to the ongoing erosion at Dubachuri Pt I one primary school namely Dakshin Baghekaity LPS has already been dismantled and another primary school namely Dubachuri Anchalik MEM has come under threat. | 0",,,,,,,06-09-2022
1,,Dhubri,Athani - Salmara Pt-II | Erosion is going on at the riverine area of village Salmara Pt-II by river Tipkai from dated 01/09/2022 to 06/09/2022. If the erosion continues it may affect 1(one) No. School namely Pachim Kathulipara LP School. Total Land measuring 0B-1K-5L (Approx.) has been eroded. | 0,,,,,,,06-09-2022
2,,Karbi Anglong West,Donkamokam - Left Bank of Kopili River at Japan Hanse village. | Due to continuous rain Left Bank of Kopili River at Japan Hanse village affected by erosion at a distance of 450 metres as per report receive from the WR Department on 06/09/2022 | 0,,,,,,,06-09-2022
3,,Lakhimpur,Bihpuria - No. 2 Aunibari | Active Erosion observed at No. 2 Aunibari village due to heavy rainfall and rising water level of Subansiri river. One no. of family residing near the river bank has been shifted to safe location on 6th September 2022 and 02 nos. of tarpaulins have been provided to the affected family. About 3 Katha of land has been since 4th September 2022 as reported by the concerned Lot Mandal today. | 6,,,,,,,06-09-2022
4,,Majuli,Majuli - Pekamoni (Major Chapori NC) | Erosion occurred at Pekamoni Chapori under Major Chapori NC on 05.09.2022. One family have been shifted from Pekamoni to a nearest Chapori area. Land area eroded - Breadth - 55 mtr. approx. Length - 135 mtr. approx | 4,,,,,,,06-09-2022
