,erosion,District,Details,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=45 Female=50 Child=30 Pregnant=0 Disability=0Total=125(Latitude-26.39971 Longitude-90.753438) (2)Nabajyoti Club Temp.Shelter, Male=65 Female=70 Child=50 Pregnant=0 Total=185(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Total Inmates-310. Medical Team- 2 Nos. date- 29.08.2022, Total Population-310. erosion continues to Bashbari par 2. on 29.08.2022. | 0",29-08-2022
1,,Dibrugarh,"Chabua - Gereki & Gereki Nepali | Flood damaged Erosion has engulfed around 500m of reach and a paver block road of approx. 300m length has been eroded by river Brahmaputra as per information received from WRD on 29/8/2022. GPS coordinates for the area is from 27 34'13.03"" N /95 14'58.23E to 27 34'10.3""N/95 14'40.3"" House damaged-1(fully) | 5",29-08-2022
