,erosion,District,Details,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Total Inmates 718. Nachankuri no 3(Temp.Shelter) Male=41 Female=48 Child=73 Total=162(Latitude=26.458454 Longitude=90.662741). Medical Team-2 Nos. Date- 13.07.2022. | 880,  Srijangram - presently No erosion | Due to earlier erosion 2 camps and 2 temporary shelters are still in operation. 1.Santoshpur Part II MV School (inmates 156) 2. Bhaduripara LPS (inmates:103)3. Dubachuri Part I Embankment (inmates:57) 4.Boroichala Temporary Shelter (inmates :110). Medical Team-3 Nos date-13/07/2022 | 426",13-07-2022
1,,Dhubri,Chapar - Dhirerchar Pt-I | Erosion took place at Dhirerchar Pt-I village from 16-06- 2022 to 06-07-2022. Around 82B-2K-0L of agricultural land has been eroded so far. | 0,13-07-2022
2,,Kamrup,Hajo - Dighalijan | Due to erosion by Puthimari river Dighalijan Sluice Gate was effected on 20-06-2022 as reported by Water Resource Ghy East Divsion | 0,13-07-2022
3,,Lakhimpur,"Kadam - Bodhakara | Bodhakara Sonowal Gaon approximately eroded area 0.08 Hact. by the river Subansiri, informed by concerned GP and LM, dated 13/07/2022 | 0",13-07-2022
4,,Majuli,Majuli - Kari Chapori | Erosion occurred at Kari Chapori on 12.07.2022. Approximately 6 bigha plantation area eroded. | 0,13-07-2022
5,,Morigaon,"Morigaon - Approach of the Culvert at 2nd KM of the road from Bhoiraguri to Alisinga via Durimari. as on 12/07/2022 | As per PWD(Roads), Morigaon, Erosion occurred at approach of the Culvert at 2nd KM of the road from Bhoiraguri to Alisinga via Durimari. Thus, vehicular traffic movement perhaps be restricted for safety and security of road users and road infrastructure. Temporary restoration carried out by PWRD, Morigaon as | 0,  Mayong - Amlighat , Dabarghat, Dimaruguri Ring Bund, Sorukuloi Ring Bund | Amlighat -150m length damaged lat:26.119N long : ,92.275E,. Daburghat 450m length erosion lat: 26.628N long:92.16.29E, Dimaruguri Ring Bund at Jagibhakatgaon overtopping of the Dyke, Sorukuloi Ring Bund at Sotabori area nature: overtopping of the dyke. Report submitted by Water Resource Division as on 12/07/2022 | 0",13-07-2022
6,,South Salmara,South Salmara - Khopati Pt-I | As per report received from SDE Apdcl Mankachar 12 Nos of poles and 3 km conductor has been damage due erosion by the river Brahmaputra on date: 13-07-2022. Area Aprox lenth 3 km. | 0,13-07-2022
7,,Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 13/07/2022. As per information received from WR department officials the affected stretch is about 81 m in length. | 0,13-07-2022
