,erosion,District,Details,,,,,,,,,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Bashbari no 2 Temp.Shelter, Male=55, Femele=45, Child=25,(Toatl=125,Latitude-26.4709483 Longitude-90.748884)Total Inmates 843. Medical Team- 2 Nos. date- 09.08.2022, Total Population-843. erosion continues to Bashbari par 2 on 09.08.2022 | 0",,,,,,,,,09-08-2022
1,,Dhubri,"Golakganj - Madhyapetla, Borochoraikhola, Gaikhowa Pt-II, Berbhangi Pt-I | Erosion took place at Revenue Village Borochoraikhola under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-0K-0L. Erosion took place at Revenue Village Madhyapetla under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-2K-10L. (26.19126667, 89.82325278) Erosion took place at Revenue Village Gaikhowa Pt-II under Golakganj Revenue Circle by River Gangadhar from 24/07/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 1B-0K-0L. (26.08190556, 89.82803611) Erosion took place at Revenue Village Berbhangi Pt-I under Golakganj Revenue Circle by River Gangadhar from 26/7/2022 to 7/8/2022. In this incident no houses were damaged. Land eroded 2B-2K-10L. In this incident 8 no. of families shifted their house to another place (26.06108333, 89.82669444) | 38,  Agamoni - Village: Belguri Pt-I and Belguri Pt-II under Sindurai GP under Agomani Rev. Circle. | Erosion of riverine area of this villages are happening. Name of the village: Belguri Pt-I and Belguri Pt-II under Sindurai GP. • Date of Incident: 5th August’2022 to 9th August’2022. • Time: 3.00 PM. • GPS Co-ordinates: Lat: 26.182131, Long: 89.788869 • Land: 0 BIGHA 2 KATHA-10 LESSA. • Population and household damage: No damage till date. | 0",,,,,,,,,09-08-2022
2,,Morigaon,"Laharighat - Leruamukh | As per report received from the water Resources dept on 09/08/2022, erosion is observed in Leruamukh with maximum erosion of 1 m. | 0",,,,,,,,,09-08-2022
3,,Nalbari,"Barkhetri - saikiapara, satemari | Erosion occurred at B/dyke on R/B of river Brahmaputra at sailiapara(26.2828N, 91.4268E), damage length 100m and at Satemari(26.2723N, 91.4085E) damage length 800m as reported by Aee, WRD, Mukalmua on 09/08/2022. | 0,  Paschim Nalbari - Erosion Occurred on sluice gate at Nadla on L/B of of River Burhadia. | Erosion occurred on sluice gate at Nadla on left embankment of River Burhadia due to River water of Burhadia from last one month. Erosion length 6 KM. Information received from Water Resource Department on 08/08/2022. | 0",,,,,,,,,09-08-2022
