,erosion,District,Details,,,,,,,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Bashbari no 2 Temp.Shelter, Male=55, Femele=45, Child=25,(Toatl=125,Latitude-26.4709483 Longitude-90.748884)Total Inmates 843. Medical Team- 2 Nos. date- 18.08.2022, Total Population-843. erosion continues to Bashbari part 2. on 18.08.2022 | 0",,,,,,,18-08-2022
1,,Chirang,"Bengtal - Dologaon-Manikpur FV and Balajhar FV | As reported on 18-08-2022 by WRD, Chirang,, erosion occurred at Dologaon-Manikpur FV on L/B of river Taklai on 18-06-2022 L-600m, D-2.6m, B-15m, (Lat-26.3852 Long-90.3311). As reported on 18-08-2022 by WRD, Chirang, erosion occurred at Balajhar FV on L/B of river Taklai on 18-06-2022 L-300m, B-20m D-2.4m, (Lat-26.7869 Long-90.3018). | 0",,,,,,,18-08-2022
2,,Nalbari,"Banekuchi - Kharsitha | Erosion had seen in Burhadia river near Ajnur Ali's house at Kharsitha Village report from Gaon Pradhan on 13/8/2022 | 27,  Barbhag - Hirapara | Erosion of R/B of river Baralia from Chamukha ghat to Hirapara. Length of damaged reach - 150 m as reported by Asst. EE Mukalmua W/R Division on 18/08/2022 | 0",,,,,,,18-08-2022
3,,Sonitpur,"Tezpur - Bhomoraguri village | Dated 18/08/2022, As reported by Tezpur Water Resource Division, Tezpur erosion is observed at Bhomoraguri village U/s of Kaliabhomora Bridge due to the river Brahmaputra, Lenght : 200 m. | 0",,,,,,,18-08-2022
