,erosion,District,Details,,,,,,,Date
0,,Bongaigaon,"Manikpur - Bashbari Part 2 | Erosion of around 1300 mtr. had occurred w.e..f 17/06/2022 to 30/06/2022.Two (2) Nos of Relief camp opened due to the said erosion (1) Tilpukhuri ME Madrasa ,Male=179 Female=165 Child=124 Pregnant=1 Disability=1 Total=470(Latitude-26.39971 Longitude-90.753438) (2)3 no. Bashbari LP School, Male=86 Female=83 Child=77 Pregnant=2 Total=248(Latitude-26.426476 Longitude-90.759589) since 17.06.2022 to till date 01.07.2022/Bashbari no 2 Temp.Shelter, Male=55, Femele=45, Child=25,(Toatl=125,Latitude-26.4709483 Longitude-90.748884)Total Inmates 843. Medical Team- 2 Nos. date- 23.08.2022, Total Population-843. erosion continues to Bashbari par 2. GR distribution = Rice-23.16 Qtl. M.Dal-4.215 Qtl. M.Oil-126.45 Ltr. Salt-1.2645 Qtl.on 23.08.2022 | 0",,,,,,,23-08-2022
1,,Kamrup,"Chaygaon - Dakuwapara | On 23/08/2022 around 10:30 A.M water resource department informed that erosion occurred at Dakuwapar. Circle Officer , Field Officer along with water resource department visited the site and erosion was seen. The water resource department report the erosion on 23/08/2022. | 0",,,,,,,23-08-2022
2,,South Salmara,"Mankachar - Fulerchar Pt-II, Kalir Alga | As per report received from In-charge control room, Hatsingimari W.R Sub-division, an Erosion causing damaged of land measuring length-800 M Breath- 8 M. Occurred at Kaliar Alga & Fulerchar Pt-II on 23/08/2022 | 0",,,,,,,23-08-2022
