object_id,Preparedness Measures_tenders_awarded_value
02-024-02110,4696647.0
02-024-02111,1324075.0
02-024-02115,8060900.0
02-024-02116,1328292.0
02-024-02119,5269720.0
02-024-02123,46324762.0
02-024-02128,14395070.0
02-024-02129,4939959.0
02-024-02131,2982200.0
02-027-00025,9290998.59
02-027-00027,9570736.0
02-027-00028,4933781.98
02-027-00029,9223205.34
02-030-02106,6503229.0
02-030-02108,5870845.0
02-030-02109,8247616.0
02-032-00048,1354465.0
02-032-00053,5540177.0
02-032-01637,2848882.0
02-033-00043,2881230.0
02-033-00044,6612320.0
02-033-00047,4523145.0
