object_id,relief_and_mitigation_sanction_value
02-023,50000000.0
02-028,40000000.0
02-024,30000000.0
02-026,50225400.0
02-027,30000000.0
02-033,30000000.0
02-031,50000000.0
02-029,10000000.0
02-023,50000000.0
02-028,40000000.0
02-024,30000000.0
02-026,50225400.0
02-027,30000000.0
02-033,30000000.0
02-031,50000000.0
02-029,10000000.0
02-030,10000000.0
02-027,10000000.0
02-030,9000000.0
02-023,158000000.0
02-028,10000000.0
02-024,60000000.0
02-034,20000000.0
02-026,30500000.0
02-025,28000000.0
02-027,7989865.0
02-033,15000000.0
02-029,44000000.0
