object_id,relief_and_mitigation_sanction_value
02-028,32498600.0
02-028,28060560.0
02-028,8281138.0
02-028,12282814.0
02-028,8686260.0
02-028,20220876.0
02-028,37876336.0
02-028,9570860.0
02-028,18200344.0
02-028,13504926.0
02-024,13047280.0
02-024,11671394.0
02-024,14566716.0
02-024,71236758.0
02-024,16569784.0
02-024,25376716.0
02-024,37450376.0
02-024,18213316.0
02-024,17534398.0
02-024,4493610.0
02-034,11297742.0
02-034,7287314.0
02-034,13934188.0
02-034,4162718.0
02-034,6667362.0
02-034,5162508.0
02-034,8098480.0
02-034,6011318.0
02-034,10152234.0
02-034,11434198.0
02-031,52503000.0
02-029,12489780.0
02-029,40057080.0
02-029,79523340.0
02-029,93145740.0
02-023,22446000.0
02-023,54047130.0
02-023,49809480.0
02-023,21824220.0
02-027,51903150.0
02-027,41816640.0
02-027,13441800.0
02-027,13390200.0
02-027,33049800.0
02-027,13777200.0
02-027,25160160.0
02-027,37981470.0
02-027,19285500.0
02-028,87267210.0
02-028,87630990.0
02-028,125230620.0
02-024,3071390.0
02-024,8157990.0
02-024,7783890.0
02-024,27505630.0
02-024,3581210.0
02-024,4787030.0
02-024,1117950.0
02-024,19662580.0
02-024,23560760.0
02-034,89682090.0
02-034,17480790.0
02-026,24453240.0
02-026,103436070.0
02-026,46833450.0
02-026,52100520.0
02-026,77474820.0
02-026,111672720.0
02-026,112476390.0
02-026,112637640.0
02-026,109985690.0
02-026,104949240.0
02-026,108808920.0
02-026,104949240.0
02-026,108808920.0
02-030,9000000.0
02-023,12500000.0
02-028,32000000.0
02-024,37000000.0
02-034,8000000.0
02-026,10000000.0
02-027,45000000.0
02-033,40000000.0
02-031,18000000.0
02-029,18000000.0
02-025,6500000.0
02-030,500000.0
02-028,10000000.0
02-024,20000000.0
02-026,4000000.0
