object_id,relief_and_mitigation_sanction_value
02-028,21124090.0
02-028,18239364.0
02-028,5382740.0
02-028,7983829.0
02-028,5646069.0
02-028,13143569.0
02-028,24619618.0
02-028,6221059.0
02-028,11830224.0
02-028,8778202.0
02-024,8480732.0
02-024,7586406.0
02-024,9468365.0
02-024,46303893.0
02-024,10770360.0
02-024,16494865.0
02-024,24342744.0
02-024,11838655.0
02-024,11397359.0
02-024,2920847.0
02-034,7343532.0
02-034,4736754.0
02-034,9057222.0
02-034,2705767.0
02-034,4333785.0
02-034,3355630.0
02-034,5264012.0
02-034,3907357.0
02-034,6598952.0
02-034,7432229.0
02-030,78500000.0
02-023,60000000.0
02-028,90000000.0
02-024,210000000.0
02-034,22500000.0
02-026,121000000.0
02-025,25000000.0
02-027,190000000.0
02-033,140800000.0
02-031,105500000.0
02-029,101500000.0
02-030,1000000.0
02-028,10000000.0
02-027,20000000.0
02-033,10000000.0
02-031,4000000.0
02-029,4600000.0
