object_id,relief_and_mitigation_sanction_value
02-030,10000000.0
02-023,20000000.0
02-028,10000000.0
02-024,20000000.0
02-034,10000000.0
02-026,12500000.0
02-025,10000000.0
02-027,20000000.0
02-033,20000000.0
02-031,8000000.0
02-029,9151000.0
02-030,37500000.0
02-023,50500000.0
02-028,41000000.0
02-024,68000000.0
02-034,46500000.0
02-026,53000000.0
02-025,23900000.0
02-027,55500000.0
02-033,62500000.0
02-031,35000000.0
02-029,32000000.0
02-030,62500000.0
02-023,83500000.0
02-028,85500000.0
02-024,96000000.0
02-034,58000000.0
02-026,122500000.0
02-025,49500000.0
02-027,125000000.0
02-033,112500000.0
02-031,47500000.0
02-029,47500000.0
02-030,50000000.0
02-028,50000000.0
02-029,50000000.0
02-023,55000000.0
02-024,20000000.0
02-026,170000000.0
02-025,40000000.0
02-033,120000000.0
