district,revenue_ci,date,crop_area_affected
16.08.2023,Dhemaji,Sissiborgaon,25
16.08.2023,Dhemaji,Dhemaji,14
16.08.2023,Dhemaji,Jonai,709
16.08.2023,Dibrugarh,Dibrugarh,717
16.08.2023,Dibrugarh,Chabua,261
16.08.2023,Dibrugarh,Dibrugarh,0
16.08.2023,Golaghat,Bokakhat,75
16.08.2023,Sivasagar,Nazira,0
16.08.2023,Sivasagar,Amguri,42
16.08.2023,Sivasagar,Sivsagar,1675
16.08.2023,Sonitpur,Tezpur,18
08.08.2023,Dhemaji,Sissiborgaon,15
08.08.2023,Dhemaji,Jonai,50
08.08.2023,Dibrugarh,Chabua,0
08.08.2023,Golaghat,Bokakhat,0
08.08.2023,Jorhat,Teok,0
08.08.2023,Sivasagar,Sivsagar,100
08.08.2023,Sivasagar,Nazira,0
08.08.2023,Sivasagar,Amguri,0
05.08.2023,Dhemaji,Sissiborgaon,35
05.08.2023,Dhemaji,Dhemaji,21
05.08.2023,Dhemaji,Jonai,105
05.08.2023,Dibrugarh,Dibrugarh,0
14.08.2023,Chirang,Bengtal,0
14.08.2023,Chirang,Bijni,0
14.08.2023,Darrang,Sipajhar,0
14.08.2023,Dhemaji,Jonai,1724
14.08.2023,Dhemaji,Sissiborgaon,40
14.08.2023,Dibrugarh,Moran,60
14.08.2023,Dibrugarh,Tingkhong,5
14.08.2023,Dibrugarh,Naharkatia,0
14.08.2023,Dibrugarh,Dibrugarh,1369
14.08.2023,Dibrugarh,Dibrugarh,6
14.08.2023,Golaghat,Golaghat,10
14.08.2023,Golaghat,Khumtai,46
14.08.2023,Golaghat,Sarupathar,5
14.08.2023,Golaghat,Bokakhat,213
14.08.2023,Kokrajhar,Dotma,0
14.08.2023,Kokrajhar,Gossaigaon,9
14.08.2023,Sivasagar,Nazira,380
14.08.2023,Sivasagar,Amguri,96
14.08.2023,Sivasagar,Sivsagar,1356
14.08.2023,Sivasagar,Demow,368
14.08.2023,Sonitpur,Naduar,37
14.08.2023,Sonitpur,Chariduar,15
29.08.2023,Biswanath,Halem,799
29.08.2023,Biswanath,Gohpur,219
29.08.2023,Chirang,Bijni,0
29.08.2023,Chirang,Bengtal,1
29.08.2023,Chirang,Sidli,0
29.08.2023,Darrang,Mangaldoi,0
29.08.2023,Darrang,Patharighat,2585
29.08.2023,Darrang,Dalgaon,387
29.08.2023,Darrang,Sipajhar,4186
29.08.2023,Dhemaji,Jonai,266
29.08.2023,Dhemaji,Sissiborgaon,105
29.08.2023,Dhemaji,Dhemaji,16
29.08.2023,Dhubri,Golakganj,0
29.08.2023,Dhubri,Agamoni,0
29.08.2023,Dhubri,Chapar,0
29.08.2023,Dibrugarh,Dibrugarh,135
29.08.2023,Dibrugarh,Chabua,261
29.08.2023,Dibrugarh,Dibrugarh,0
29.08.2023,Goalpara,Balijana,39
29.08.2023,Golaghat,Bokakhat,192
29.08.2023,Golaghat,Khumtai,576
29.08.2023,Golaghat,Dergaon,142
29.08.2023,Jorhat,Teok,0
29.08.2023,Jorhat,Jorhat,0
29.08.2023,Kamrup,Hajo,1952
29.08.2023,Kamrup (M),Chandrapur,0
29.08.2023,Kokrajhar,Kokrajhar,15
29.08.2023,Kokrajhar,Dotma,39
29.08.2023,Lakhimpur,North,104
29.08.2023,Lakhimpur,Narayanpur,0
29.08.2023,Lakhimpur,Bihpuria,535
29.08.2023,Lakhimpur,Dhakuakhana,0
29.08.2023,Majuli,Majuli,3861
29.08.2023,Majuli,Ujani,274
29.08.2023,Morigaon,Mayong,3000
29.08.2023,Morigaon,Bhuragaon,25
29.08.2023,Nagaon,Samaguri,24
29.08.2023,Nagaon,Kaliabor,140
29.08.2023,Nalbari,Tihu,174
29.08.2023,Nalbari,Nalbari,39
29.08.2023,Nalbari,Banekuchi,85
29.08.2023,Sivasagar,Sivsagar,256
29.08.2023,Sivasagar,Demow,122
29.08.2023,Sonitpur,Chariduar,45
29.08.2023,Sonitpur,Tezpur,835
29.08.2023,Sonitpur,Thelamara,63
29.08.2023,Tamulpur,Goreswar,38
29.08.2023,Tamulpur,Tamulpur,0
29.08.2023,Udalguri,Harisinga,14
29.08.2023,Udalguri,Kalaigaon,37
24.08.2023,Chirang,Bengtal,0
24.08.2023,Dhemaji,Jonai,747
24.08.2023,Dhemaji,Sissiborgaon,100
24.08.2023,Dhemaji,Gogamukh,990
24.08.2023,Dhemaji,Dhemaji,109
24.08.2023,Kokrajhar,Bhawraguri,19
24.08.2023,Lakhimpur,Subansiri,186
31.08.2023,Barpeta,Chenga,0
31.08.2023,Barpeta,Baghbar,78
31.08.2023,Biswanath,Gohpur,152
31.08.2023,Biswanath,Halem,127
31.08.2023,Chirang,Bengtal,0
31.08.2023,Chirang,Bijni,0
31.08.2023,Darrang,Mangaldoi,786
31.08.2023,Darrang,Pub,24
31.08.2023,Darrang,Dalgaon,387
31.08.2023,Darrang,Sipajhar,5611
31.08.2023,Darrang,Patharighat,0
31.08.2023,Dhemaji,Sissiborgaon,90
31.08.2023,Dhubri,Agamoni,0
31.08.2023,Dibrugarh,Moran,0
31.08.2023,Dibrugarh,Chabua,0
31.08.2023,Dibrugarh,Dibrugarh,135
31.08.2023,Goalpara,Rongjuli,130
31.08.2023,Goalpara,Lakhipur,439
31.08.2023,Goalpara,Balijana,80
31.08.2023,Goalpara,Matia,151
31.08.2023,Golaghat,Khumtai,888
31.08.2023,Golaghat,Dergaon,142
31.08.2023,Golaghat,Bokakhat,255
31.08.2023,Kamrup,Kamalpur,246
31.08.2023,Kamrup,Hajo,2777
31.08.2023,Kamrup,Rangia,53
31.08.2023,Kamrup (M),Chandrapur,14
31.08.2023,Lakhimpur,Narayanpur,0
