class,age,male,female
0,0 to 1,686.35,635.14
1,1 to 5,2649.56,2447.63
10,10 to 15,3411.45,3159.38
15,15 to 20,3425.84,3315.04
20,20 to 25,3454.89,3368.17
25,25 to 30,3216.58,2975.44
30,30 to 35,3078.04,2804.23
35,35 to 40,2560.99,2430.16
40,40 to 45,2247.32,2389.05
45,45 to 50,2048.06,2090.27
5,5 to 10,3269.55,2959.56
50,50 to 55,1819.24,1996.16
55,55 to 60,1662.18,1537.43
60,60 to 65,1132.31,1148.36
65,65 to 70,835.68,865.08
70,70 to 75,510.6,614.97
75,75 to 80,362.55,422.58
80,80 and over,333.23,452.51
