class,age,male,female
0,0 to 1,288.04,258.62
1,1 to 5,1111.95,996.65
10,10 to 15,1420.65,1264.6
15,15 to 20,1514.12,1367.46
20,20 to 25,1574.76,1382.63
25,25 to 30,1440.37,1254.7
30,30 to 35,1361.34,1172.47
35,35 to 40,1213.61,1055.92
40,40 to 45,1026.22,967.03
45,45 to 50,881.35,846.16
5,5 to 10,1348.9,1178.35
50,50 to 55,821.93,797.71
55,55 to 60,705.07,614.88
60,60 to 65,516.2,474.09
65,65 to 70,356.34,334.08
70,70 to 75,236.21,244.13
75,75 to 80,159.12,159.7
80,80 and over,147.2,152.93
