class,age,male,female
0,0 to 1,97.39,90.27
1,1 to 5,375.99,347.87
10,10 to 15,478.47,482.54
15,15 to 20,508.11,460.17
20,20 to 25,866.6,541.37
25,25 to 30,967.83,580.91
30,30 to 35,873.67,575.16
35,35 to 40,780.53,520.18
40,40 to 45,682.82,476.15
45,45 to 50,554.08,452.49
5,5 to 10,477.29,443.42
50,50 to 55,427.18,392.59
55,55 to 60,355.48,304.59
60,60 to 65,234.65,252.62
65,65 to 70,167.93,190.51
70,70 to 75,113.03,153.55
75,75 to 80,103.05,143.79
80,80 and over,99.36,160.64
