class,age,male,female
0,0 to 1,494.59,418.96
1,1 to 5,1909.31,1614.55
10,10 to 15,2542.43,2055.25
15,15 to 20,2696.95,2396.37
20,20 to 25,2529.37,2628.72
25,25 to 30,2402.55,2658.25
30,30 to 35,2550.94,2712.02
35,35 to 40,2328.65,2462.94
40,40 to 45,1985.78,2258.95
45,45 to 50,1952.31,2133.51
5,5 to 10,2328.59,1922.83
50,50 to 55,1769.77,2041.49
55,55 to 60,1746.87,1734.48
60,60 to 65,1312.91,1301.86
65,65 to 70,1003.23,1007.86
70,70 to 75,638.79,782.36
75,75 to 80,497.17,613.84
80,80 and over,466.76,686.91
