class,age,male,female
0,0 to 1,848.8,745.17
1,1 to 5,3276.7,2871.65
10,10 to 15,4369.78,3876.35
15,15 to 20,4586.01,4265.05
20,20 to 25,4550.54,4478.86
25,25 to 30,4415.96,4418.95
30,30 to 35,4709.15,4612.42
35,35 to 40,4195.54,4139.17
40,40 to 45,3442.9,3777.07
45,45 to 50,3182.87,3436.67
5,5 to 10,3990.48,3549.27
50,50 to 55,2920.78,3336.54
55,55 to 60,2708.12,2725.55
60,60 to 65,1991.15,2050.36
65,65 to 70,1423.01,1498.9
70,70 to 75,934.01,1184.03
75,75 to 80,789.34,967.51
80,80 and over,766.53,1156.24
