class,age,male,female
0,0 to 1,624.8,548.52
1,1 to 5,2411.97,2113.82
10,10 to 15,3216.58,2853.37
15,15 to 20,3375.75,3139.49
20,20 to 25,3349.64,3296.87
25,25 to 30,3250.57,3252.78
30,30 to 35,3466.4,3395.19
35,35 to 40,3088.32,3046.83
40,40 to 45,2534.31,2780.29
45,45 to 50,2342.9,2529.73
5,5 to 10,2937.38,2612.61
50,50 to 55,2149.98,2456.02
55,55 to 60,1993.44,2006.27
60,60 to 65,1465.68,1509.26
65,65 to 70,1047.47,1103.33
70,70 to 75,687.52,871.56
75,75 to 80,581.03,712.18
80,80 and over,564.24,851.11
