class,age,male,female
0,0 to 1,367.81,339.72
1,1 to 5,1419.87,1309.16
10,10 to 15,1828.58,1688.81
15,15 to 20,1836.18,1775.29
20,20 to 25,1846.71,1805.69
25,25 to 30,1718.43,1597.59
30,30 to 35,1647.35,1507.78
35,35 to 40,1373.01,1308.4
40,40 to 45,1203.89,1284.52
45,45 to 50,1099.46,1125.67
5,5 to 10,1750.99,1582.17
50,50 to 55,977.44,1074.13
55,55 to 60,894.5,829.21
60,60 to 65,611.26,619.53
65,65 to 70,452.01,467.14
70,70 to 75,276.39,332.35
75,75 to 80,196.01,228.68
80,80 and over,180.17,245.48
