class,age,male,female
0,0 to 1,1650.99,1527.17
1,1 to 5,6373.45,5885.21
10,10 to 15,8202.97,7593.47
15,15 to 20,8228.23,7968.19
20,20 to 25,8286.18,8093.08
25,25 to 30,7707.52,7140.28
30,30 to 35,7373.84,6726.61
35,35 to 40,6133.68,5830.62
40,40 to 45,5381.47,5733.74
45,45 to 50,4906.42,5015.42
5,5 to 10,7861.25,7114.16
50,50 to 55,4359.86,4785.4
55,55 to 60,3982.23,3684.71
60,60 to 65,2714.15,2752.62
65,65 to 70,2005.13,2073.96
70,70 to 75,1224.54,1471.57
75,75 to 80,865.69,1007.95
80,80 and over,795.15,1080.36
