class,age,male,female
0,0 to 1,412.71,349.61
1,1 to 5,1593.22,1347.29
10,10 to 15,2121.5,1715.05
15,15 to 20,2250.4,1999.64
20,20 to 25,2110.61,2193.48
25,25 to 30,2004.77,2218.04
30,30 to 35,2128.53,2262.85
35,35 to 40,1943,2055.01
40,40 to 45,1656.93,1884.84
45,45 to 50,1628.97,1780.13
5,5 to 10,1943.09,1604.55
50,50 to 55,1476.66,1703.36
55,55 to 60,1457.52,1447.17
60,60 to 65,1095.43,1086.21
65,65 to 70,837.04,840.9
70,70 to 75,532.97,652.75
75,75 to 80,414.8,512.14
80,80 and over,389.43,573.1
