class,age,male,female
0,0 to 1,537.25,479.05
1,1 to 5,2074,1846.11
10,10 to 15,2692.04,2365.71
15,15 to 20,2903.93,2585.09
20,20 to 25,3013.94,2643.33
25,25 to 30,2761.5,2418.8
30,30 to 35,2607.17,2252.14
35,35 to 40,2310.18,2026.14
40,40 to 45,1951.28,1843.12
45,45 to 50,1696.12,1617.69
5,5 to 10,2546.1,2207.98
50,50 to 55,1561.9,1510.46
55,55 to 60,1339.81,1184.77
60,60 to 65,1003.21,919.97
65,65 to 70,703.72,646.1
70,70 to 75,455.19,462.4
75,75 to 80,307.44,310.63
80,80 and over,280.88,304.95
