class,age,male,female
0,0 to 1,982.33,843.63
1,1 to 5,3792.16,3251.08
10,10 to 15,5052.5,4235.65
15,15 to 20,5337.87,4826.62
20,20 to 25,5115.96,5206.73
25,25 to 30,4900.62,5216.73
30,30 to 35,5212.3,5368.04
35,35 to 40,4712.66,4853.19
40,40 to 45,3959.42,4442.75
45,45 to 50,3803.81,4138.55
5,5 to 10,4622.37,3928.73
50,50 to 55,3463.79,3981.21
55,55 to 60,3342.02,3334.45
60,60 to 65,2492.34,2504.79
65,65 to 70,1861.14,1900.22
70,70 to 75,1197.34,1484.08
75,75 to 80,959.35,1181.37
80,80 and over,911.87,1354.36
