class,age,male,female
0,0 to 1,408.6,379.3
1,1 to 5,1577.34,1461.71
10,10 to 15,2150.32,1978.18
15,15 to 20,2415.67,2231.55
20,20 to 25,2640.53,2369.02
25,25 to 30,2521.49,2160.77
30,30 to 35,2414.95,2110.23
35,35 to 40,2111.07,1880.33
40,40 to 45,1758.24,1702.17
45,45 to 50,1575.07,1518.5
5,5 to 10,1927.86,1783.24
50,50 to 55,1369.04,1391.16
55,55 to 60,1286.61,1095.38
60,60 to 65,856.7,823.06
65,65 to 70,611.7,585.91
70,70 to 75,389.44,433.83
75,75 to 80,290.33,322.37
80,80 and over,269.65,357.92
