class,age,male,female
0,0 to 1,1161.09,997.34
1,1 to 5,4482.23,3843.44
10,10 to 15,5581.94,4712.62
15,15 to 20,6202.44,5221.72
20,20 to 25,7526.63,5824.3
25,25 to 30,7160.17,5868.07
30,30 to 35,6905.85,5819.91
35,35 to 40,6232.41,5241.89
40,40 to 45,4982.26,4356.58
45,45 to 50,4190.52,3863.27
5,5 to 10,5230.91,4534.65
50,50 to 55,3569.91,3462.18
55,55 to 60,3142.41,2765.84
60,60 to 65,2137.7,2051.11
65,65 to 70,1502.01,1458.65
70,70 to 75,957.83,1027.18
75,75 to 80,752.51,771.41
80,80 and over,745.93,887.46
