class,age,male,female
0,0 to 1,524.27,445.27
1,1 to 5,2023.88,1715.94
10,10 to 15,2756.9,2203.35
15,15 to 20,2957.19,2561.62
20,20 to 25,2775.13,2651.24
25,25 to 30,2529.19,2647.5
30,30 to 35,2607,2651
35,35 to 40,2456.09,2471.88
40,40 to 45,2187.05,2239.78
45,45 to 50,1958.83,2028.5
5,5 to 10,2524.84,2081.09
50,50 to 55,1772.56,1889.93
55,55 to 60,1659.04,1597.03
60,60 to 65,1281.97,1282.62
65,65 to 70,970.6,997.62
70,70 to 75,633.51,799.51
75,75 to 80,515.76,615.46
80,80 and over,508.52,788.66
