class,age,male,female
0,0 to 1,547.08,480.39
1,1 to 5,2111.92,1851.26
10,10 to 15,2821.41,2502.48
15,15 to 20,2965.24,2755.58
20,20 to 25,2954.67,2899.74
25,25 to 30,2868.25,2859.52
30,30 to 35,3052.61,2980.44
35,35 to 40,2719.24,2674.78
40,40 to 45,2235.6,2442.91
45,45 to 50,2065.27,2221.11
5,5 to 10,2575.94,2291.28
50,50 to 55,1894.55,2154.26
55,55 to 60,1753.47,1756.65
60,60 to 65,1284.93,1320.59
65,65 to 70,918.53,966.06
70,70 to 75,602.97,761.95
75,75 to 80,508.78,621.59
80,80 and over,493,740.47
