class,age,male,female
0,0 to 1,256.28,217.79
1,1 to 5,989.32,839.29
10,10 to 15,1343.22,1075.85
15,15 to 20,1432.7,1244.27
20,20 to 25,1342.52,1286.4
25,25 to 30,1226.71,1290.28
30,30 to 35,1271.53,1295.44
35,35 to 40,1200.27,1208.5
40,40 to 45,1066.84,1089.36
45,45 to 50,949.91,985.69
5,5 to 10,1232.71,1017.41
50,50 to 55,859.32,919.76
55,55 to 60,806.36,781.15
60,60 to 65,625.08,623.4
65,65 to 70,470.03,485.34
70,70 to 75,307.51,392.32
75,75 to 80,251.97,302.74
80,80 and over,247.63,388.57
