class,age,male,female
0,0 to 1,964.55,817.06
1,1 to 5,3723.52,3148.68
10,10 to 15,4958.23,4008.13
15,15 to 20,5259.57,4673.39
20,20 to 25,4932.76,5126.52
25,25 to 30,4685.43,5184.11
30,30 to 35,4974.82,5288.96
35,35 to 40,4541.31,4803.21
40,40 to 45,3872.65,4405.39
45,45 to 50,3807.37,4160.75
5,5 to 10,4541.2,3749.9
50,50 to 55,3451.4,3981.3
55,55 to 60,3406.73,3382.58
60,60 to 65,2560.43,2538.88
65,65 to 70,1956.49,1965.51
70,70 to 75,1245.77,1525.75
75,75 to 80,969.58,1197.11
80,80 and over,910.28,1339.61
