class,age,male,female
0,0 to 1,2007.01,1776.9
1,1 to 5,7747.79,6847.59
10,10 to 15,11172.55,9826.85
15,15 to 20,12467.51,11187.79
20,20 to 25,14603.6,12822.94
25,25 to 30,14334.72,12427.17
30,30 to 35,14204.11,12217.32
35,35 to 40,12588.94,10992.66
40,40 to 45,11049.26,10376.43
45,45 to 50,9930.81,9150.11
5,5 to 10,10115.76,9007.82
50,50 to 55,8989.09,8500.65
55,55 to 60,7769.81,6395.89
60,60 to 65,4957.15,4653.4
65,65 to 70,3582.1,3515.31
70,70 to 75,2363.47,2566.99
75,75 to 80,1858.74,1916.89
80,80 and over,1618.1,1874.83
