class,age,male,female
0,0 to 1,323.92,284.29
1,1 to 5,1250.45,1095.57
10,10 to 15,1667.57,1478.25
15,15 to 20,1750.23,1627.17
20,20 to 25,1735.94,1709.31
25,25 to 30,1684.34,1686.78
30,30 to 35,1796.11,1760.31
35,35 to 40,1600.5,1579.85
40,40 to 45,1313.77,1441.7
45,45 to 50,1215.14,1312.17
5,5 to 10,1522.86,1353.72
50,50 to 55,1114.97,1273.78
55,55 to 60,1034.33,1040.87
60,60 to 65,760.64,783
65,65 to 70,543.94,572.69
70,70 to 75,356.92,452.32
75,75 to 80,301.42,369.48
80,80 and over,292.63,441.31
