class,age,male,female
0,0 to 1,177.3,152.63
1,1 to 5,684.46,588.2
10,10 to 15,936.19,757.44
15,15 to 20,999.86,881.01
20,20 to 25,846.21,964.92
25,25 to 30,743.29,978.19
30,30 to 35,826.82,1037.11
35,35 to 40,798.77,962.97
40,40 to 45,714.5,866.88
45,45 to 50,670.82,816.81
5,5 to 10,861.7,710.65
50,50 to 55,639.17,802.23
55,55 to 60,633.55,705.12
60,60 to 65,510.75,545.92
65,65 to 70,403.1,428.44
70,70 to 75,259.31,365.72
75,75 to 80,206.02,280.62
80,80 and over,221.48,394.97
