class,age,male,female
0,0 to 1,822.69,708.34
1,1 to 5,3175.87,2729.72
10,10 to 15,3981.55,3372.36
15,15 to 20,4400.46,3742.09
20,20 to 25,5280.11,4176.37
25,25 to 30,5033.38,4189.5
30,30 to 35,4900.05,4173.37
35,35 to 40,4414.85,3762.95
40,40 to 45,3553.59,3178.21
45,45 to 50,3024.14,2825.74
5,5 to 10,3718.98,3223.53
50,50 to 55,2603.17,2564.37
55,55 to 60,2308.11,2047.09
60,60 to 65,1581.67,1526.87
65,65 to 70,1110.06,1095.05
70,70 to 75,716.25,791.01
75,75 to 80,564.52,600.34
80,80 and over,575.34,711.8
