class,age,male,female
0,0 to 1,218.25,187.5
1,1 to 5,842.54,722.57
10,10 to 15,1048.11,885.55
15,15 to 20,1164.15,980.22
20,20 to 25,1414.95,1093.82
25,25 to 30,1346.6,1102.8
30,30 to 35,1299.1,1094.02
35,35 to 40,1172.36,985.19
40,40 to 45,936.41,817.71
45,45 to 50,786.58,724.99
5,5 to 10,982.82,852.43
50,50 to 55,669.96,649.81
55,55 to 60,589.84,519.34
60,60 to 65,401.04,384.36
65,65 to 70,281.15,273.07
70,70 to 75,179.31,192.38
75,75 to 80,140.99,144.51
80,80 and over,139.68,166.17
