class,age,male,female
0,0 to 1,909.3,780.37
1,1 to 5,3510.22,3007.29
10,10 to 15,4378.49,3688.52
15,15 to 20,4852.75,4079.94
20,20 to 25,5877.65,4553.43
25,25 to 30,5604.49,4596.2
30,30 to 35,5402.11,4555.2
35,35 to 40,4871.83,4100.2
40,40 to 45,3900.38,3409.09
45,45 to 50,3279.54,3015.63
5,5 to 10,4104.59,3551.45
50,50 to 55,2789.32,2706.14
55,55 to 60,2458.87,2164.74
60,60 to 65,1681.48,1615.35
65,65 to 70,1184.58,1145.35
70,70 to 75,752.24,803.45
75,75 to 80,588.82,602.22
80,80 and over,581.35,690.9
