class,age,male,female
0,0 to 1,190.15,165.44
1,1 to 5,734.07,637.56
10,10 to 15,937.62,797.82
15,15 to 20,987.71,897.36
20,20 to 25,1060.1,996.97
25,25 to 30,1014.66,968.43
30,30 to 35,1072.92,1004.7
35,35 to 40,958.16,917.63
40,40 to 45,801.93,856.83
45,45 to 50,748.46,780.22
5,5 to 10,855.28,727.24
50,50 to 55,687.37,766.8
55,55 to 60,649.4,618.46
60,60 to 65,481.38,490.34
65,65 to 70,336.69,367.43
70,70 to 75,233.14,304.09
75,75 to 80,185.71,243.31
80,80 and over,233.12,345.28
