class,age,male,female
0,0 to 1,503.2,450.71
1,1 to 5,1942.55,1736.91
10,10 to 15,2483.91,2201.5
15,15 to 20,2643.38,2379.01
20,20 to 25,2756.97,2413.77
25,25 to 30,2532.94,2203.02
30,30 to 35,2393.79,2062.49
35,35 to 40,2134.02,1856.37
40,40 to 45,1805.28,1696.47
45,45 to 50,1549.35,1480.71
5,5 to 10,2357.26,2054.33
50,50 to 55,1437.43,1395.8
55,55 to 60,1236.45,1077.69
60,60 to 65,906.94,837.02
65,65 to 70,629.31,588.72
70,70 to 75,414.92,427.82
75,75 to 80,280.07,280.46
80,80 and over,258.9,269.71
