class,age,male,female
0,0 to 1,353.36,301.36
1,1 to 5,1364.09,1161.34
10,10 to 15,1831.96,1488.19
15,15 to 20,1946.51,1728.78
20,20 to 25,1773.66,1891.41
25,25 to 30,1649.12,1912.01
30,30 to 35,1774.71,1977.01
35,35 to 40,1645.28,1807.51
40,40 to 45,1421,1647.27
45,45 to 50,1373.42,1552
5,5 to 10,1680.28,1392.03
50,50 to 55,1264.97,1498.81
55,55 to 60,1246.76,1285.84
60,60 to 65,957.59,975.51
65,65 to 70,737.73,757.04
70,70 to 75,471.91,608.58
75,75 to 80,371.15,474.35
80,80 and over,366.26,582.35
