class,age,male,female
0,0 to 1,170.36,157.9
1,1 to 5,657.66,608.51
10,10 to 15,836.95,844.07
15,15 to 20,888.85,804.97
20,20 to 25,1515.77,946.97
25,25 to 30,1692.78,1016.13
30,30 to 35,1528.14,1006.09
35,35 to 40,1365.21,909.89
40,40 to 45,1194.32,832.89
45,45 to 50,969.17,791.48
5,5 to 10,834.89,775.64
50,50 to 55,747.22,686.76
55,55 to 60,621.83,532.83
60,60 to 65,410.47,441.88
65,65 to 70,293.74,333.23
70,70 to 75,197.72,268.59
75,75 to 80,180.26,251.52
80,80 and over,173.81,280.98
