Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(Gen) Sundernagar||SE(Gen) Palampur,HPSEBL/SE/GCP-05/2025-26,2025_HPSEB_119113_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,30-Oct-2025 01:00 PM,17-Nov-2025 11:30 AM,30-Oct-2025 01:00 PM,10-Nov-2025 03:00 PM,30-Oct-2025 01:00 PM,10-Nov-2025 03:00 PM,30-Oct-2025 01:00 PM,10-Nov-2025 03:00 PM,27-Nov-2025 03:00 PM,"9,740",No,fixed,,Nil,Nil,1.0,Date Corrigendum gcp05,Date,,1.0,ICICI BANK,590.0,Nil,Nil,No,Superintending Engineer,"Superintending Engineer Generation Circle, HPSEBL, Palampur",HPSEBL/SE/GCP-05/2025-26,Tender for Fabrication and Repair of Trash Rack of Gaj Trench Weir of Gaj Power House under Khauli Power House Division HPSEBL  Darini,As per Bid Documents,,"9,74,039",Civil Works,,Tender,180.0,60.0,"Khauli, Darini",176206.0,,,,"Generation Circle, HPSEBL, Palampur",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,PAN and GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,ITR last 3 yrs. a/w balance sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"CC Limit, Bid Capacity, Annual Turnover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Networth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"personal details (Contact No. , Email ID and Address)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other qualifying Documents as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
