Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi,HPSEBL/CEOMZ/MM/ NIT-14/2025-26,2025_HPSEB_110826_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Receipt of tender cost and EMD.,23-Jul-2025 06:00 PM,06-Aug-2025 12:00 PM,23-Jul-2025 06:00 PM,05-Aug-2025 12:00 PM,,,23-Jul-2025 06:00 PM,05-Aug-2025 12:00 PM,29-Aug-2025 04:10 PM,"2,78,879",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"2,360",Nil,Nil,No,CE Operation  M. Zone  HPSEBL Mandi.,O/o CE Operation  M. Zone  HPSEBL Mandi.,"Survey, Supply, design ,Erection testing , Commi. of 11 KV, HT line , recond.  HT , LT Line, aug. of P.transformers, new DTRs  with civil works  providing  SOP to LIS to G.P. Maman in in ES Banander Under ESD, HPSEBL Lad Bharol under ED, J.Nagar.","Survey, Supply, design ,Erection testing , Commi. of 11 KV, HT line , recond.  HT , LT Line, aug. of P.transformers, new DTRs  with civil works  providing  SOP to LIS to G.P. Maman in in ES Banander Under ESD, HPSEBL Lad Bharol under ED, J.Nagar.",Please refer Tender Documents,,"2,78,87,876",Electrical Works,,Tender,180.0,546.0,Mandi,175001.0,,,,O/o CE Operation  M. Zone  HPSEBL Mandi.,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Docs for Technical Qualification , Similar work, Award as per Cla 1.01 of PQR .",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Docs for Comm. Qualification as per Cl1.02.1 of PQR. .( Experience  Certificate of Similar work , at",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Net Worth for the each of the last three Financial Years duly certified by the.(CA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Annual financial Turnover during the last 3 years, ending 31st March of the previous financial year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall have liquid assets LA and or credit facilities i.e. 10 percent of the estimated cost an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The complete annual reports together with Audited statement of accounts of the company for last five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity as per Clause no. 1.02 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Litigation History as per Clause no. 2.04 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents required for Qualification  as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
