Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
EE,Internal,sh kamaljeet singh DAO Sh Kartar singh HDM Sh Anoop kumar Sr Astt,Vikas Bakshi,24-May-2018 04:38 PM,24-May-2018 04:40 PM,techsummary_29419.pdf (221.23 KB),1,83864,Bharat Boring Company,09-May-2018 12:46 PM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,Finance,financial summary,Vikas Bakshi,24-May-2018 05:06 PM,None,BOQ Comparative Chart,Technical,Technical summary,Vikas Bakshi,24-May-2018 04:34 PM,technical_29419.pdf,22-Jun-2019,"INR 3,872,520",365.0,Vikas Bakshi,22-Jun-2019 03:04 PM,handpump.pdf (569.00 KB),M/S SAI BOREWELL,1.0,83787.0,SHREE SAI BOREWELL,INR,"3,872,520","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",2018_HPIPH_20809_1,EE/IPHD/EA-I/2018-1417-1516,Providing and installation of India Mark III 65mm dia India Mark II 32mm dia deep well hand pump under IPH Dharamshala Zone 500 No hand pumps with DTH ODEX Percussion Calyx Portable rigs during the year 2018-19 Non Tribal Areas,EE,Internal,SH KAMALJEET DAO SH KARTAR CHAND HDM SH ANOOP KUMAR SR ASTT,Vikas Bakshi,24-May-2018 05:20 PM,finsummary_29419.pdf (221.23 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,1. Earnest Money duly pledged in the favour of EE IPH Division Dshala,"2,500",EE IPH Divsiion,Dharamshla,Yes,1.0,DD - Demand Draft,Executive Engineer,IPH Division Dharamshala,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP",EE/IPHD/EA-I/2018-1417-1516,2018_HPIPH_20809_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"50,000",Yes,fixed,,EEIPH Division,Dharamshala,Providing and installation of India Mark III 65mm dia India Mark II 32mm dia deep well hand pump under IPH Dharamshala Zone 500 No hand pumps with DTH ODEX Percussion Calyx Portable rigs during the year 2018-19 Non Tribal Areas,Providing and installation of India Mark III 65mm dia India Mark II 32mm dia deep well hand pump under IPH Dharamshala Zone 500 No hand pumps with DTH ODEX Percussion Calyx Portable rigs during the year 2018-19 Non Tribal Areas,Please refer Tender documents. ,NA ,"7,61,69,100",Civil Works,NA ,Tender,90.0,365.0,Dharamshla Zone,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,23-Apr-2018 05:00 PM,14-May-2018 11:30 AM,23-Apr-2018 05:00 PM,14-May-2018 11:00 AM,23-Apr-2018 05:00 PM ,14-May-2018 11:00 AM ,23-Apr-2018 05:00 PM,14-May-2018 11:00 AM,24-May-2018 04:40 PM,AOC
,,,,,,,2,84167,BHARAT TRADING COMPANY,14-May-2018 10:40 AM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,2. Cost of tender form in shape of DD in the Favour of EE IPH Division Dshala,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,84134,Chauhan Borewell,13-May-2018 07:21 AM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,3. Certificate of Registration with IPH Department,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,84175,Desh Raj Sharma,13-May-2018 12:19 PM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"4. Income tax,GST,EPF registration/clearance certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,83071,Expert Drillers,14-May-2018 08:02 AM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,5. Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,84077,Gian Chand Contactor,11-May-2018 09:53 AM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,84045,Himalyaboring compay,13-May-2018 04:04 PM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,84187,himshakthi power pvt. ltd.,13-May-2018 11:36 PM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,84049,Kamlesh,10-May-2018 11:56 AM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,84099,Mohinder Kumar Gupta,11-May-2018 02:00 PM,Rejected-AOC,RAJECTED,22-Jun-2019 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
