District,STATE,TEHSIL,road_length,road_count
BILASPUR,HIMACHAL PRADESH,BHARARI,289263.7681,444
BILASPUR,HIMACHAL PRADESH,BILASPUR,656793.6737,1251
BILASPUR,HIMACHAL PRADESH,GHURMWIN,752781.6658,1292
BILASPUR,HIMACHAL PRADESH,JHANDUTA,928509.9837,1385
BILASPUR,HIMACHAL PRADESH,NAMHOL,348591.9509,412
BILASPUR,HIMACHAL PRADESH,SHRI NAINA DEVI JI,703445.0244,1089
CHAMBA,HIMACHAL PRADESH,BHATTIYAT,456469.6827,652
CHAMBA,HIMACHAL PRADESH,BRAHMAUR,828913.4323,1181
CHAMBA,HIMACHAL PRADESH,CHAMBA,2310084.209,3990
CHAMBA,HIMACHAL PRADESH,CHAURAH,1512730.727,2245
CHAMBA,HIMACHAL PRADESH,DALHOUSIE,405264.6873,710
CHAMBA,HIMACHAL PRADESH,PANGI,373469.7591,301
CHAMBA,HIMACHAL PRADESH,SALUNI,1240882.727,2309
CHAMBA,HIMACHAL PRADESH,SIHUNTA,325279.4401,447
HAMIRPUR,HIMACHAL PRADESH,BAMSAN,281183.8645,423
HAMIRPUR,HIMACHAL PRADESH,BARSAR,434083.584,782
HAMIRPUR,HIMACHAL PRADESH,BHORANJ,437183.9231,625
HAMIRPUR,HIMACHAL PRADESH,DHATWAL,386715.1405,602
HAMIRPUR,HIMACHAL PRADESH,GALORE,186276.3516,264
HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,575765.2835,1061
HAMIRPUR,HIMACHAL PRADESH,NADAUN,556506.6905,751
HAMIRPUR,HIMACHAL PRADESH,TIRA SUJANPUR,406497.3553,648
KANGRA,HIMACHAL PRADESH,BAIJNATH,470789.84,541
KANGRA,HIMACHAL PRADESH,BAROH,290857.2922,284
KANGRA,HIMACHAL PRADESH,DADA SIBA,281090.2989,344
KANGRA,HIMACHAL PRADESH,DERA GOPIPUR,816321.6326,1177
KANGRA,HIMACHAL PRADESH,DHARMSHALA,738408.8856,1514
KANGRA,HIMACHAL PRADESH,DHIRA,243300.2304,243
KANGRA,HIMACHAL PRADESH,FATEHPUR,734485.0487,1283
KANGRA,HIMACHAL PRADESH,HARCHAKIAN,194355.9965,337
KANGRA,HIMACHAL PRADESH,INDORA,1002634.942,2027
KANGRA,HIMACHAL PRADESH,JAISINGHPUR,463094.5392,510
KANGRA,HIMACHAL PRADESH,JASWAN  KOTLA,271095.4672,417
KANGRA,HIMACHAL PRADESH,JAWALA MUKHI,316771.8546,486
KANGRA,HIMACHAL PRADESH,JAWALI,759841.4364,1006
KANGRA,HIMACHAL PRADESH,KANGRA,672835.4518,1299
KANGRA,HIMACHAL PRADESH,KHUNDIAN,463804.8059,424
KANGRA,HIMACHAL PRADESH,MULTHAN,28330.02802,10
KANGRA,HIMACHAL PRADESH,NAGROTA BAGWAN,384003.311,668
KANGRA,HIMACHAL PRADESH,NURPUR,1435254.593,2512
KANGRA,HIMACHAL PRADESH,PALAMPUR,1072230.149,1555
KANGRA,HIMACHAL PRADESH,RAKAR,229365.8348,288
KANGRA,HIMACHAL PRADESH,SHAHPUR,603049.4637,952
KANGRA,HIMACHAL PRADESH,THURAL,167629.1767,169
KINNAUR,HIMACHAL PRADESH,KALPA,156512.7242,92
KINNAUR,HIMACHAL PRADESH,NICHAR,340726.6798,248
KULLU,HIMACHAL PRADESH,ANI,550849.4795,391
KULLU,HIMACHAL PRADESH,BANJAR,234081.095,172
KULLU,HIMACHAL PRADESH,BHUNTAR,752745.8508,924
KULLU,HIMACHAL PRADESH,KULLU,740659.1461,967
KULLU,HIMACHAL PRADESH,MANALI,361400.3967,415
KULLU,HIMACHAL PRADESH,NERMAND,437689.6069,250
KULLU,HIMACHAL PRADESH,SAINJ,440120.0109,530
LAHUL & SPITI,HIMACHAL PRADESH,LAHUL,790400.5773,344
MANDI,HIMACHAL PRADESH,AUT,293674.5336,229
MANDI,HIMACHAL PRADESH,BALDWARA,305811.1225,249
MANDI,HIMACHAL PRADESH,BALH,809785.9086,941
MANDI,HIMACHAL PRADESH,BALICHAUKI,1026956.616,803
MANDI,HIMACHAL PRADESH,CHACHYOT,685304.4064,656
MANDI,HIMACHAL PRADESH,DHARAMPUR,417122.5208,222
MANDI,HIMACHAL PRADESH,JOGINDAR NAGAR,600575.3533,514
MANDI,HIMACHAL PRADESH,KARSOG,1140236.242,1056
MANDI,HIMACHAL PRADESH,KOTLI,241653.4821,184
MANDI,HIMACHAL PRADESH,LAD BHAROL,229516.8009,215
MANDI,HIMACHAL PRADESH,NIHIRI,502353.9439,483
MANDI,HIMACHAL PRADESH,PADHAR,475563.802,265
MANDI,HIMACHAL PRADESH,SANDHOL,120989.3522,78
MANDI,HIMACHAL PRADESH,SARKAGHAT,468449.88,288
MANDI,HIMACHAL PRADESH,SUNDAR NAGAR,750823.3532,804
MANDI,HIMACHAL PRADESH,THUNAG,334892.6086,245
SHIMLA,HIMACHAL PRADESH,CHAUPAL,603995.8469,465
SHIMLA,HIMACHAL PRADESH,CHIRGAON,539911.1002,424
SHIMLA,HIMACHAL PRADESH,DODRA KWAR,106297.532,95
SHIMLA,HIMACHAL PRADESH,JUBBAL,636019.8664,582
SHIMLA,HIMACHAL PRADESH,KOTKHAI,492883.2225,353
SHIMLA,HIMACHAL PRADESH,KUMHARSAIN,633279.3282,396
SHIMLA,HIMACHAL PRADESH,KUPVI,414229.1383,569
SHIMLA,HIMACHAL PRADESH,NANKHARI,3739.610463,4
SHIMLA,HIMACHAL PRADESH,NERUA,739493.7319,700
SHIMLA,HIMACHAL PRADESH,RAMPUR,720221.3748,454
SHIMLA,HIMACHAL PRADESH,ROHRU,600098.4146,451
SHIMLA,HIMACHAL PRADESH,SHIMLA,1331338.222,1199
SHIMLA,HIMACHAL PRADESH,SUNI,519236.8928,430
SHIMLA,HIMACHAL PRADESH,THEOG,1648540.776,1430
SIRMAUR,HIMACHAL PRADESH,DADAHU,376406.9216,331
SIRMAUR,HIMACHAL PRADESH,KAMRAU,445322.5165,411
SIRMAUR,HIMACHAL PRADESH,NAHAN,811157.5907,1456
SIRMAUR,HIMACHAL PRADESH,NOHRA,436482.2498,290
SIRMAUR,HIMACHAL PRADESH,PACHHAD,1038163.149,921
SIRMAUR,HIMACHAL PRADESH,RAJGARH,441245.5918,414
SIRMAUR,HIMACHAL PRADESH,RANHOT,644426.176,485
SIRMAUR,HIMACHAL PRADESH,RENUKA,679241.7422,507
SIRMAUR,HIMACHAL PRADESH,SHALAI,401450.9194,179
SOLAN,HIMACHAL PRADESH,ARKI,1203807.548,1248
SOLAN,HIMACHAL PRADESH,BADDI,979855.9964,2465
SOLAN,HIMACHAL PRADESH,KANDAGHAT,850115.7016,1022
SOLAN,HIMACHAL PRADESH,KASAULI,667763.7862,1098
SOLAN,HIMACHAL PRADESH,KRISHANGARH,487069.8353,708
SOLAN,HIMACHAL PRADESH,NALAGARH,1206220.326,2525
SOLAN,HIMACHAL PRADESH,RAMSHAHR,499814.8658,635
SOLAN,HIMACHAL PRADESH,SOLAN,1021588.7,1822
UNA,HIMACHAL PRADESH,AMB,827919.075,1331
UNA,HIMACHAL PRADESH,BANGANA,695715.2133,1126
UNA,HIMACHAL PRADESH,GHANURI,708359.6692,1453
UNA,HIMACHAL PRADESH,HAROLI,1045051.855,2495
UNA,HIMACHAL PRADESH,UNA,977320.5551,3092
SIRMAUR,HIMACHAL PRADESH,PAONTA SAHIB,1228133.815,2171
KINNAUR,HIMACHAL PRADESH,HANGRANG,72247.86813,46
KINNAUR,HIMACHAL PRADESH,MORANG,191253.3943,91
KINNAUR,HIMACHAL PRADESH,PUH,255654.9742,121
KINNAUR,HIMACHAL PRADESH,SANGLA,152492.5469,128
