cattle_loss_id,disaster_id,department_id,district_id,sub_district_id,cattle_injured,status,entry_by,entry_date,ip_addr,RecordStatus,missingcattle,MilchlostB,MilchlostS,DraughtlostC,DraughtlostCalf,MilchqB,milchqS,DraughtqC,DraughtqCalf,updated_by,incidentdate,district_name,sub_district_name,sub_districtCode,district_best,district_alternative,subdistrict_best,subdistrict_alternative
1,178,1,24,168,,Active,2165,2020-02-19 10:47:32.380,164.100.138.237,1,,1,0,0,0,0,0,0.0,0,,31-01-2020,SIRMAUR ,Paonta Sahib ,168.0,sirmaur,,paonta sahib,
2,309,1,24,171,,Active,2165,2020-03-14 19:52:40.210,59.95.216.122,1,,2,0,0,0,0,0,0.0,0,,06-03-2020,SIRMAUR ,Shillai,171.0,sirmaur,,,
3,364,1,24,171,,Active,2165,2020-03-19 18:55:54.700,59.95.213.35,1,,0,0,2,0,0,0,0.0,0,,12-03-2020,SIRMAUR ,Shillai,171.0,sirmaur,,,
4,391,1,26,150,,Active,2197,2020-05-16 18:46:41.543,117.220.51.247,2,,0,8,0,0,0,0,0.0,0,,16-04-2020,UNA ,Una,150.0,una,,una,
5,498,1,20,117,,Active,2117,2020-05-24 19:29:46.897,59.89.164.8,0,,2,0,0,0,2,0,0.0,0,,22-05-2020,KULLU ,Ani,117.0,kullu,,ani,
6,510,1,22,130,,Deleted,2149,2020-05-28 13:26:58.950,59.89.9.241,0,,0,14,0,0,0,14,0.0,0,,27-05-2020,MANDI ,Sundernagar,130.0,mandi,,sundarnagar,
7,2794,1,18,103,,Active,2085,2020-07-19 15:21:14.240,164.100.138.237,1,,1,0,0,0,1,0,0.0,0,,19-07-2020,KANGRA ,Fatehpur ,103.0,kangra,,fatehpur,
8,2774,1,18,103,,Active,2085,2020-07-19 15:23:07.207,164.100.138.237,1,,1,0,0,0,1,0,0.0,0,,14-07-2020,KANGRA ,Fatehpur ,103.0,kangra,,fatehpur,
9,2791,1,18,103,,Active,2085,2020-07-19 15:24:08.950,164.100.138.237,1,,1,0,0,0,1,0,0.0,0,,14-08-2020,KANGRA ,Fatehpur ,103.0,kangra,,fatehpur,
10,2920,1041,15,155,,Active,2037,2020-07-29 17:39:53.100,117.220.49.2,1,2.0,0,0,0,2,0,0,0.0,0,4344.0,29-06-2020,BILASPUR ,Swarghat,155.0,bilaspur,,,
11,2926,1,17,142,,Deleted,2069,2020-07-30 12:28:33.910,117.220.51.126,1,0.0,0,0,0,0,0,0,0.0,0,4074.0,30-07-2020,HAMIRPUR ,Hamirpur ,142.0,hamirpur,,hamirpur,
12,2945,1041,15,152,,Active,2037,2020-07-31 13:29:28.370,117.220.54.167,1,2.0,0,0,0,2,0,0,0.0,0,4344.0,28-07-2020,BILASPUR ,Sadar,152.0,bilaspur,,,
13,2979,1,25,161,0.0,Active,2181,2020-07-31 14:18:34.160,117.220.23.123,1,,0,0,2,0,0,0,2.0,0,,29-07-2020,SOLAN ,Solan,161.0,solan,,solan,
14,2774,1,18,104,,Active,2085,2020-07-31 15:33:14.493,164.100.138.237,1,,1,0,0,0,1,0,0.0,0,,14-07-2020,KANGRA ,Nagrota Bagwan,104.0,kangra,,nagrota bagwan,
15,2979,1,25,161,,Deleted,2181,2020-08-03 12:06:41.827,164.100.138.237,0,,0,0,2,0,0,0,2.0,0,,29-07-2020,SOLAN ,Solan,161.0,solan,,solan,
16,3007,1,22,129,,Deleted,2149,2020-08-04 09:11:19.623,164.100.138.237,1,1.0,0,0,0,0,0,0,0.0,0,,01-08-2020,MANDI ,Sarkaghat ,129.0,mandi,,sarkaghat,
17,3083,1,17,143,,Deleted,2069,2020-08-04 18:57:29.810,117.220.53.17,1,,1,0,0,0,1,0,0.0,0,,28-06-2020,HAMIRPUR ,Nadaun ,143.0,hamirpur,,nadaun,
