revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,sum_population,mean_sexratio,sum_aged_population,sum_young_population
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,337621.625,0.9372412347450372,14618.4140625,70231.5625
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,57395.32421875,0.9373481986763237,2481.886962890625,11984.76953125
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,204513.140625,0.9373701068607466,8843.962890625,42696.58203125
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,331973.96875,0.9372883627641174,14180.119140625,72297.3125
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,110615.921875,0.9316744935941829,4535.1474609375,27919.91796875
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,46957.703125,0.9316071669140448,1924.4268798828125,11867.755859375
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,74737.6015625,0.9315945369819552,3062.644775390625,18893.734375
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,105680.015625,0.931697163236577,4334.576171875,26639.162109375
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,180353.9375,0.9317451249938699,7390.47509765625,45575.5234375
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,170284.78125,0.9315282927175041,6997.126953125,42896.69921875
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,154579.96875,0.9317342036587938,6337.65673828125,39016.15625
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,373281.65625,0.9315945332269483,15296.5751953125,94365.953125
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,293883.59375,0.9319251027054786,12045.228515625,74106.421875
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,62903.7578125,0.9325303686388718,2592.72119140625,15731.7880859375
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,210719.5625,0.942566512164092,8586.9873046875,48063.78515625
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,293445.3125,0.9429715682044345,12020.732421875,66537.4765625
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,289617.5625,0.9425199094484785,11789.416015625,66031.6484375
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,78113.296875,0.9425378892802027,3173.78515625,17816.6953125
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,133401.9375,0.9420842712386741,5473.4287109375,30176.162109375
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,203549.734375,0.9333180983248289,9361.23046875,46873.69921875
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,300085.96875,0.933313173559781,13797.796875,69028.78125
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,382265.21875,0.9332940619938874,17581.537109375,88044.015625
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,197337.0,0.933257301526311,9087.0751953125,45391.8828125
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,115642.09375,0.9333259973987172,5326.70947265625,26581.287109375
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,21576.576171875,0.9375457735006105,1001.0408935546875,4741.130859375
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,116275.484375,0.9453362357324977,5207.60693359375,27040.517578125
