revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.09380690763552413,19194
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.0326237749095699,2838
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.036198764439250734,5462
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.09315830502287956,17797
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.1056010009280256,5030
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.12311213261008716,1843
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.10932346885012632,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.14762457514942648,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.1203286668495955,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.023358788343168114,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.005701150308108196,3580
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.04528528291229918,6380
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.03583442805229973,5271
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.09478833900924818,3499
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.03808901307777706,8712
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.0688967443944848,9671
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.011403594092858852,8552
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.029977682419280876,3501
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.057197251817814584,4951
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.05139475287393747,4169
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.035027338106361085,9171
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.08054417832838441,5662
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.09090761529227313,4689
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.004412079303361769,2994
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.02261636182766918,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.037391229793031354,3931
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.061574534655304394,4164
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.09905428405201763,6976
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.12747633243728662,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.12470475144706504,10409
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.09031862359232515,6141
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.136817729529488,5498
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.17650316559866572,4450
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,-0.0814441011291879,6671
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,-0.11199593790363088,6097
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,-0.07133930479874105,6707
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.05073245497133416,22130
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.09854531125182342,17995
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,-0.028451369927853954,9800
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,-0.03370216670997921,12025
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,-0.01999253818703004,6849
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,-0.048441688214291796,7339
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.087810877587989,5956
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,-0.07605198705106844,9453
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.06875551288826909,11109
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.06897062532033775,8353
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.14759554084755194,5055
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,-0.14760833978652954,160
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.23585761760468582,2809
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,-0.04629043986087837,7161
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,-0.03085942832159945,13507
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,-0.01738302710137668,15472
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,-0.03407864781333977,5861
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,-0.027919408767495876,15459
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,-0.11312454919912894,16962
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,-0.1376875932365933,16130
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,-0.20548932678335938,20474
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,-0.03143375249279444,13065
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,-0.012440417898082236,7103
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.0031111497736545503,11914
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,-0.0711779333465728,6432
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,-0.045160857180924635,7117
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,-0.0755017654201055,7073
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,-0.12957336389385807,8385
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,-0.05089094650694324,8637
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,-0.058336100878081144,6983
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,-0.09415409111041814,5662
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,-0.09897918789017524,6948
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,-0.09481727003933296,8088
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,-0.04249531010074286,7530
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,-0.18355733106090763,7850
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,-0.09116867021456232,15268
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,-0.004417987560929058,8514
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,-0.06128846580988776,5808
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,-0.055221048861431025,11787
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,-0.12218564863589099,5710
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,-0.0515727062513096,16107
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,-0.2407480986462872,44064
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,-0.2504657997609764,28083
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,-0.2539573712570676,25999
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,-0.2904897877838254,18189
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,-0.32183115631194253,10090
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,-0.277317954009434,32595
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,-0.21998954874288426,13175
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,-0.1537462995430683,14834
