revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.15287731786030637,19192
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.11713063855552741,2837
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,-0.04599889398931147,5460
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.16131354514132726,17800
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.22036952437854054,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.20559323325333007,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.20305211068061202,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.2401540300487417,1808
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.14174738477693852,3798
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.0687807012701734,3954
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.10600541817752669,3583
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.10325723008302312,6380
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.08372444003746918,5271
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.13623861897437786,3501
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.14598372563916379,8715
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.19200640379445824,9672
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.1388525110856744,8552
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.1655875771880354,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.18007268348960437,4951
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.1356488637215228,4170
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.08668549369901926,9164
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.12425754745766218,5665
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.1521025096178817,4693
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.13663044771885435,2995
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,-0.11126651971236519,736
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.09643158083165772,3932
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.18532191685267857,4165
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.1904961281773968,6978
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.19851770704903263,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.16634190014993155,10411
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.144408165913532,6141
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.16997086739492406,5499
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.2219054352835323,4450
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,-0.1416993943644163,6673
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,-0.12719172061408454,6098
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,-0.10835319090450846,6711
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.12618571401089437,22133
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.156942034854433,17990
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,-0.08403769593013619,9803
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,-0.11055402156964657,12025
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,-0.09798654008652934,6851
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,-0.10805009051067073,7339
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.13537917330058125,5957
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,-0.14123399536920697,9451
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.13228670853332922,11107
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.08086060301272455,8350
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.08798811942350737,5054
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,-0.09473316073417663,160
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.24555760571080396,2808
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,-0.09547932942708333,7167
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,-0.07630842669880221,13504
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,-0.08974337231169224,15475
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,-0.10975792976078799,5863
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,-0.10065156321996459,15463
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,-0.20346991374753182,16966
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,-0.21513421559729884,16132
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,-0.25634899145923873,20479
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,-0.07818351265629783,13066
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,-0.0869485752002613,7104
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,-0.06673642615845947,11909
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,-0.14090123792541873,6433
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,-0.11498120291989856,7123
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,-0.13763906661445816,7073
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,-0.20738887468519016,8388
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,-0.10209149018781821,8642
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,-0.11552824538586101,6986
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,-0.1494967358260505,5664
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,-0.15647192526817186,6951
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,-0.1661927785792084,8091
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,-0.16129904073119938,7533
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,-0.24107387855149823,7851
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,-0.1541029087990782,15269
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,-0.08440319256583197,8516
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,-0.15716156552317387,5808
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,-0.17588503305161085,11795
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,-0.19794380053013882,5709
Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,-0.07136842677096915,16107
Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,-0.26010098458418424,44070
Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,-0.2821254392670833,28083
Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,-0.265927896265241,25999
Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,-0.32047440138098576,18189
Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,-0.32810927240770565,10090
Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,-0.29494970830457123,32595
Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,-0.2777607309217517,13176
Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,-0.20453353904459834,14838
Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,-0.2675174750694269,7922
Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,-0.2877845429632249,17675
