revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.1065724507939066,19197
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.054298731423297705,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.028794655862699317,5464
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.10145539345501138,17792
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.1346157617847733,5029
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.14535247736535725,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.13145974250169454,2213
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.17905555995164718,1808
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.1333768182051809,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.012316884495112493,3953
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.022784261056345557,3581
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.07057238978116671,6379
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.0534871882447887,5271
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.11352500697544643,3500
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.03553666371258285,8713
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.08004285196843333,9671
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.02884901142889903,8551
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.03979445130126535,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.07028128589868209,4951
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.06082076477489883,4170
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.05962941140524501,9173
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.07931168565145123,5659
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.07267209911630872,4694
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.01907641326445769,2995
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.0025096677213381556,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.06326360675841836,3933
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.077981983664858,4164
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.0912530356590901,6976
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.0934645518185698,3295
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.10210669740428956,10409
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.05591704239095317,6142
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.10523326684397163,5499
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.15400844240584982,4451
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,-0.033882157122202626,6672
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,-0.03902324309246607,6097
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,-1.0069845970253837e-05,6712
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.04720496864272325,22139
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.08168306100061816,17997
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,-0.03357529559922138,9801
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,-0.016249679922115463,12021
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,-0.015216007889604541,6852
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,-0.03411312467070951,7340
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.07028514789070367,5958
