revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.007431504129121184,19192
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.012239248578755862,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.03827196843151295,5461
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.0239367105378474,17784
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.018592995251149352,5030
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.004957602494709404,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.03658508176613889,2212
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.05823541307001235,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.02767538773386102,3800
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.033601729976020844,3952
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.005247758272243559,3576
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.02260143365544536,6379
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.002170910787228916,5261
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.020851914119747732,3497
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.021521573443867667,8711
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.02073050373541214,9672
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.052653611020001316,8551
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.07218410968099516,3501
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.023245188981228366,4947
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.08291579904014648,4173
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.0312835410635218,9175
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.06353718795196851,5661
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.06503321926222681,4690
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.005866608517692688,2992
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.027247751098798442,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.04170471082775156,3933
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.09482026993369506,4164
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.029335803072125036,6974
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.036231825498690404,3293
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.010283262928899495,10410
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.02501357137574435,6140
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.06962836016349563,5499
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.12695762478225445,4449
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.03445269882437744,6671
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.008789264657049515,6095
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.01986200789586864,6712
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.005605440124258003,22132
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.01403753625463851,17988
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.027984345189092305,9803
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.045124048875587755,12016
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.05484145581243612,6849
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.03181640816411044,7334
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.0017598602484599414,5953
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,-0.0032188060953534815,9446
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.008189114594841793,11102
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.014696822527613873,8344
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.06338722109676612,5051
Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,-0.045869097113609314,160
Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,-0.15824629302717683,2808
Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,0.019971267823696535,7166
Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,0.02428337875585388,13506
Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.018074272337226117,15472
Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,0.004753828740246039,5861
Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.03070493860027558,15456
Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,-0.008022481520042963,16962
Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,-0.03808930185106066,16128
Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,-0.058610912596940644,20470
Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,0.0439058813024104,13058
Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,0.08474933750439831,7105
Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.06750168473226656,11909
Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.0597014778007855,6429
Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.08350939057236104,7124
Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.08996017594143277,7072
Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,-0.007562726984954739,8382
Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,0.0652386286015616,8641
Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,0.057960533197810755,6983
Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,0.07187213638270623,5661
Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,0.07301430533994781,6945
Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,0.056981296430800535,8086
Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,0.09867478379915637,7527
Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,-0.03894114138837892,7847
Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,0.025576546245289974,15260
Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,0.09270521583064043,8510
Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,0.07953332815930665,5807
Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,0.08160643185266911,11790
Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,0.06051517050835998,5708
