revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,-0.16228716186796838,19199
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,-0.09753829671195294,2839
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,-0.07489672847093516,5463
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,-0.16070836083646986,17801
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,-0.13131536136112354,5031
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,-0.15032949054577346,1844
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,-0.11563295055964883,2214
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,-0.1804600046641791,1809
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,-0.08738578027626365,3801
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,-0.056809244081057406,3951
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,-0.07714189436767169,3582
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,-0.0759705517953196,6379
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,-0.073290714502787,5270
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,-0.10579059314100904,3499
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,-0.039303046612700156,8712
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,-0.0894153428942837,9673
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,-0.07298358911438238,8553
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,-0.09386983880721579,3501
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,-0.13430575369247905,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.11424729373745356,4172
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,-0.13891384672801532,9174
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,-0.1260513909118997,5664
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,-0.11166366225923113,4692
Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,-0.1103922356273208,2996
Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,-0.07803827127899211,737
Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,-0.09996679563255408,3930
Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,-0.10765357711140032,4166
Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,-0.05045628328935815,6976
Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,-0.08364152937277057,3294
Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,-0.09576767173434042,4971
Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,-0.09341054474408687,6141
Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,-0.12429143732244319,5500
Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,-0.11819703520014045,4450
Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,-0.05019144017061741,6672
Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,-0.030998760982320565,6092
Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,-0.03854871389673619,6709
Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,-0.0950245031777986,22136
Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,-0.11275862163472894,17994
Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,-0.06406753821773309,9803
Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,-0.05389036219131721,10397
Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,,0
Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,-0.18395366494778803,329
Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,-0.1690921982288743,2494
Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,-0.14477433183870583,9454
North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,-0.1783919875602726,9877
Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,-0.16195709765578237,8353
Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,-0.17834820393638723,5055
